"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b[361] University of Maryland",1.87604367856468,1.88991,2.10364096354274,11001,0.95,-4.16382,8.06918,NA,NA,NA,NA,NA,NA,NA
"b[362] University of Massachusetts Amherst",-2.888573311956,-2.86713,-2.92646068055113,11001,0.95,-8.41002,2.33334,NA,NA,NA,NA,NA,NA,NA
"b[363] University of Massachusetts Lowell",-0.854216482632761,-0.869085,-0.91124722008531,11806.6,0.95,-4.14383,2.5092,NA,NA,NA,NA,NA,NA,NA
"b[364] University of New Hampshire",3.29715246868466,3.29338,3.24842511818893,11001,0.95,2.13949,4.41451,NA,NA,NA,NA,NA,NA,NA
"b[365] University of New Orleans",0.556022468243805,0.566261,0.696314792112176,11001,0.95,-2.54962,3.69339,NA,NA,NA,NA,NA,NA,NA
"b[366] University of North Carolina",0.395943042933915,0.379834,0.195710962013107,10666,0.95,-5.55319,6.75204,NA,NA,NA,NA,NA,NA,NA
"b[367] University of North Florida",2.55276317799591,2.54136,2.4508922892448,11001,0.95,-1.43537,6.41442,NA,NA,NA,NA,NA,NA,NA
"b[368] University of South Alabama",-2.25867821825055,-2.2534,-1.99289659049633,11654.5,0.95,-5.68219,0.985562,NA,NA,NA,NA,NA,NA,NA
"b[369] University of Tennessee",-1.36408586319553,-1.36084,-1.34488684467335,11001,0.95,-6.4479,4.23446,NA,NA,NA,NA,NA,NA,NA
"b[370] University of Texas at Tyler",-1.96705323731679,-1.9608,-2.00062434556902,11514.2,0.95,-7.22831,3.3869,NA,NA,NA,NA,NA,NA,NA
"b[371] University of Washington",-0.0285214036929097,-0.0370577,-0.0341389370447835,11001,0.95,-3.16855,3.38257,NA,NA,NA,NA,NA,NA,NA
"b[372] University of Wisconsin (Badger Poll)",2.72940456346278,2.70828,2.51100321354148,11001,0.95,-1.00313,6.7355,NA,NA,NA,NA,NA,NA,NA
"b[373] University of Wisconsin-Milwaukee",-2.34514783081613,-2.33915,-2.38955691686428,11001,0.95,-6.80813,2.01409,NA,NA,NA,NA,NA,NA,NA
"b[374] USC Dornsife/Los Angeles Times",0.640423745048814,0.641711,0.739993739676756,10628.6,0.95,-3.23146,4.52382,NA,NA,NA,NA,NA,NA,NA
"b[375] Val Smith",-2.56860055649941,-2.56224,-2.35156597127501,11001,0.95,-8.40778,3.63822,NA,NA,NA,NA,NA,NA,NA
"b[376] Valley Research",1.46824384321974,1.47861,1.49614671262581,11821.1,0.95,-2.3878,5.3767,NA,NA,NA,NA,NA,NA,NA
"b[377] Victoria Research & Consulting",2.25131601933733,2.25746,2.21238949955104,10676.9,0.95,-3.72875,8.57472,NA,NA,NA,NA,NA,NA,NA
"b[378] Victory Enterprises",-5.10623494574948,-5.08039,-4.9424497874212,10526.6,0.95,-11.3723,0.832595,NA,NA,NA,NA,NA,NA,NA
"b[379] Victory Research",0.0281647848607399,0.0541651,0.183089977797986,11001,0.95,-6.12791,5.98821,NA,NA,NA,NA,NA,NA,NA
"b[380] Virginia Commonwealth University",-1.51652129945741,-1.54809,-1.79564266961634,11001,0.95,-5.57798,2.7114,NA,NA,NA,NA,NA,NA,NA
"b[381] Voter/Consumer Research",-0.278393467413781,-0.298306,-0.497085678180248,11001,0.95,-4.20081,3.46894,NA,NA,NA,NA,NA,NA,NA
"b[382] Vox Populi Polling",0.318354343248796,0.328968,0.46650152693182,11001,0.95,-2.03947,2.83913,NA,NA,NA,NA,NA,NA,NA
"b[383] Ward Research (Honolulu Star-Advertiser)",-1.45411346934306,-1.47638,-1.60606367226624,11001,0.95,-4.09977,1.36287,NA,NA,NA,NA,NA,NA,NA
"b[384] WCIA-TV",-8.32016510539042,-8.30571,-8.44136177970487,12045.4,0.95,-13.6911,-3.02631,NA,NA,NA,NA,NA,NA,NA
"b[385] We Ask America",-1.76262635184592,-1.74982,-1.62191232801119,10526.1,0.95,-3.62433,0.138008,NA,NA,NA,NA,NA,NA,NA
"b[386] West Chester University",0.489236301426689,0.463582,0.109748683173307,11533.4,0.95,-3.19335,4.13421,NA,NA,NA,NA,NA,NA,NA
"b[387] West Virginia Research Center",2.71220808782302,2.70441,2.59985302865188,11001,0.95,-2.61454,7.85915,NA,NA,NA,NA,NA,NA,NA
"b[388] Western Kentucky University",5.50362109787201,5.48012,5.28262883637507,11001,0.95,1.00417,9.90842,NA,NA,NA,NA,NA,NA,NA
"b[389] Western New England University",-1.16037198717031,-1.14595,-1.0203573569823,11001,0.95,-4.58931,2.13935,NA,NA,NA,NA,NA,NA,NA
"b[390] Wick Communications",0.755654604704027,0.758348,0.709159303511738,10338.1,0.95,-5.3415,6.51649,NA,NA,NA,NA,NA,NA,NA
"b[391] Wiese Research Associates Inc.",3.75445359243823,3.74043,3.97855047119174,11001,0.95,-0.180493,7.1871,NA,NA,NA,NA,NA,NA,NA
"b[392] Winston Group",1.91549091038815,1.90952,2.26987400674683,11001,0.95,-2.96793,6.59001,NA,NA,NA,NA,NA,NA,NA
"b[393] Winthrop University",-0.075648436978002,-0.0465012,-0.0687735587994176,11001,0.95,-6.20397,5.98712,NA,NA,NA,NA,NA,NA,NA
"b[394] Wirthlin Worldwide",-2.5892449251039,-2.59922,-2.60929577461312,11001,0.95,-7.17395,1.6097,NA,NA,NA,NA,NA,NA,NA
"b[395] WPA Intelligence (WPAi)",-2.03317373979002,-2.02523,-1.83166155350815,11001,0.95,-4.7185,0.699683,NA,NA,NA,NA,NA,NA,NA
"b[396] Y2 Analytics",1.62995295753586,1.6225,1.43999517830218,10694.6,0.95,-3.11392,6.42347,NA,NA,NA,NA,NA,NA,NA
"b[397] Yankelovich Partners Inc.",-0.732883564672939,-0.729169,-1.18158623910972,11001,0.95,-5.44791,4.23818,NA,NA,NA,NA,NA,NA,NA
"b[398] YouGov",0.0807154180171439,0.0813425,0.105253976481432,9820.5,0.95,-0.554161,0.739014,NA,NA,NA,NA,NA,NA,NA
"b[399] Zata3",-2.03646053651632,-2.00455,-1.47414242676697,11001,0.95,-7.61884,3.04632,NA,NA,NA,NA,NA,NA,NA
"b[400] Zia Poll",-2.87161280046796,-2.85675,-2.34400892907139,10442.8,0.95,-7.57244,2.05832,NA,NA,NA,NA,NA,NA,NA
"b[401] Zimmerman & Associates/Marketing Intelligence",1.5874924766513,1.60881,2.00155909180206,11466.4,0.95,-3.27475,6.2761,NA,NA,NA,NA,NA,NA,NA
"b[402] Zogby Interactive/JZ Analytics",-1.03786383516953,-1.0372,-1.10218038306741,9596.2,0.95,-1.67743,-0.405074,NA,NA,NA,NA,NA,NA,NA
"m[1] 1892 Polling",0.0472513608415962,0.00490477,-0.432426426504206,11297,0.95,-5.97988,6.05,NA,NA,NA,NA,NA,NA,NA
"m[2] 20/20 Insight",1.19615136688674,1.19158,1.27212275496764,10160.9,0.95,-3.63695,6.0009,NA,NA,NA,NA,NA,NA,NA
"m[3] A&A Research",-2.72955647317353,-2.66735,-2.22314605078817,11001,0.95,-8.93591,3.2927,NA,NA,NA,NA,NA,NA,NA
"m[4] Abacus Associates",1.81220792771466,1.79822,1.84809200044826,11053.6,0.95,-3.49196,7.15271,NA,NA,NA,NA,NA,NA,NA
"m[5] ABC News/The Washington Post",0.795350504532724,0.797538,0.815897857326902,11001,0.95,-0.508663,2.14035,NA,NA,NA,NA,NA,NA,NA
"m[6] Abt Associates",2.61586552670939,2.62286,2.44760226001511,11001,0.95,-0.669445,5.9273,NA,NA,NA,NA,NA,NA,NA
"m[7] AFL-CIO",-0.911320090317608,-0.875117,-0.932459618975429,11001,0.95,-7.23024,4.88683,NA,NA,NA,NA,NA,NA,NA
"m[8] Alaska Survey Research",5.60256241818744,5.60774,5.65946246995707,11001,0.95,2.42217,8.93996,NA,NA,NA,NA,NA,NA,NA
"m[9] ALG Research",3.94973940439596,3.95861,4.26745141750402,11001,0.95,1.15167,6.57789,NA,NA,NA,NA,NA,NA,NA
"m[10] American Research Group",-0.227294857415197,-0.227633,-0.1360273472016,11001,0.95,-1.4547,0.973951,NA,NA,NA,NA,NA,NA,NA
"m[11] American Viewpoint",-2.63465858669296,-2.63636,-2.56742193971356,10676.3,0.95,-6.2661,0.786542,NA,NA,NA,NA,NA,NA,NA
"m[12] Analytical Group",1.41484587328397,1.41406,1.3275312138386,11001,0.95,-4.54529,7.49337,NA,NA,NA,NA,NA,NA,NA
"m[13] Anderson Group",-2.89392576459558,-2.87776,-2.74264595157866,11390.9,0.95,-8.86118,3.3951,NA,NA,NA,NA,NA,NA,NA
"m[14] Angus Reid Global",-2.36914816570257,-2.36975,-2.36985840881732,10216.9,0.95,-4.259,-0.326473,NA,NA,NA,NA,NA,NA,NA
"m[15] APC Research",1.26044887924271,1.26942,1.38843752491088,11001,0.95,-4.128,6.50426,NA,NA,NA,NA,NA,NA,NA
"m[16] Arizona State University",4.26449007671484,4.2757,4.43451956794288,11001,0.95,0.388452,8.27198,NA,NA,NA,NA,NA,NA,NA
"m[17] Arthur J. Finkelstein & Associates",-3.71773535901191,-3.72747,-3.7794968958469,10897.6,0.95,-9.74967,2.50286,NA,NA,NA,NA,NA,NA,NA
"m[18] ASA Marketing Group",1.82919500659404,1.82778,2.1744568477453,10596.2,0.95,-3.98416,8.2801,NA,NA,NA,NA,NA,NA,NA
"m[19] Aspen Media & Market Research",-0.784665963930461,-0.797147,-1.00417200191491,11001,0.95,-6.96984,5.29972,NA,NA,NA,NA,NA,NA,NA
"m[20] Associated Industries of Florida",1.72028826654645,1.73199,1.85509555936864,11001,0.95,-3.58038,7.01538,NA,NA,NA,NA,NA,NA,NA
"m[21] Baldwin Wallace University",3.88803590779338,3.88472,3.82115596156836,10868.1,0.95,-1.36529,9.17895,NA,NA,NA,NA,NA,NA,NA
"m[22] Bannon Communications",4.77250450570494,4.75241,5.04159281149598,11527.3,0.95,-0.396918,10.3779,NA,NA,NA,NA,NA,NA,NA
"m[23] Baselice & Associates",4.69095655505863,4.68996,5.01462211095109,11173,0.95,-0.500536,10.2808,NA,NA,NA,NA,NA,NA,NA
"m[24] Basswood Research",-3.57403231871821,-3.49886,-3.16715466332562,10712.7,0.95,-9.81917,2.38065,NA,NA,NA,NA,NA,NA,NA
"m[25] Baydoun Consulting",-5.31056253214253,-5.3224,-5.6453173263998,11001,0.95,-9.90077,-0.882521,NA,NA,NA,NA,NA,NA,NA
"m[26] Becker Institute",3.88329394716722,3.84815,3.66448311741467,11001,0.95,-0.765346,8.77365,NA,NA,NA,NA,NA,NA,NA
"m[27] Behavior Research Center (Rocky Mountain Poll)",0.771809968547741,0.761369,0.769934865046103,11001,0.95,-2.77527,4.79775,NA,NA,NA,NA,NA,NA,NA
"m[28] Belden Russonello",1.70019653432642,1.69806,1.76038931286539,11001,0.95,-3.61751,6.96547,NA,NA,NA,NA,NA,NA,NA
"m[29] Bendixen & Amandi International",0.882860475931588,0.905288,0.721064898603634,11001,0.95,-4.60606,6.16023,NA,NA,NA,NA,NA,NA,NA
"m[30] Benenson Strategy Group",3.06637831093419,3.08058,3.22785585292027,11001,0.95,-0.17521,6.56206,NA,NA,NA,NA,NA,NA,NA
"m[31] Big Data Poll",-1.76043058961576,-1.72261,-1.62119859578877,11001,0.95,-6.42413,2.59769,NA,NA,NA,NA,NA,NA,NA
"m[32] Big Ten",3.47633829556586,3.47143,3.4075213947286,11001,0.95,0.173507,6.58932,NA,NA,NA,NA,NA,NA,NA
"m[33] BIGresearch",-0.314417015416053,-0.338557,-0.46837127844284,11001,0.95,-6.23155,5.79011,NA,NA,NA,NA,NA,NA,NA
"m[34] BK Strategies",2.14272433197418,2.15179,2.22185415170642,11001,0.95,-2.811,6.94064,NA,NA,NA,NA,NA,NA,NA
"m[35] Blum & Weprin Associates",-2.88219025533951,-2.8669,-2.67276101044953,9996.4,0.95,-5.41894,-0.285989,NA,NA,NA,NA,NA,NA,NA
"m[36] Blumenthal Research Daily",-0.610639994442505,-0.602996,-0.357011106153809,10257.5,0.95,-6.05463,4.41039,NA,NA,NA,NA,NA,NA,NA
"m[37] Braun Research",4.74897394776202,4.76998,5.04473961918423,11001,0.95,0.721706,8.5727,NA,NA,NA,NA,NA,NA,NA
"m[38] Brigham Young University",10.3180831706209,10.3252,10.5090835316812,11001,0.95,5.92459,14.9691,NA,NA,NA,NA,NA,NA,NA
"m[39] Brown University",-1.50254568366615,-1.4996,-1.62306638386292,11001,0.95,-5.03452,2.26835,NA,NA,NA,NA,NA,NA,NA
"m[40] BWD Global",-1.05976899043378,-1.04519,-1.40300656122043,10634.9,0.95,-7.35218,5.03064,NA,NA,NA,NA,NA,NA,NA
"m[41] California State University, Bakersfield",-2.64839291368748,-2.67796,-3.03798031760729,11204.9,0.95,-8.85305,3.33664,NA,NA,NA,NA,NA,NA,NA
"m[42] CallFire",-2.27689529238451,-2.26267,-2.25712690561306,11001,0.95,-6.77229,2.13903,NA,NA,NA,NA,NA,NA,NA
"m[43] Capital Survey Research Center",0.432350948214071,0.446804,0.550943146547926,10811.4,0.95,-4.01671,4.90628,NA,NA,NA,NA,NA,NA,NA
"m[44] Carroll Strategies",-6.50518276092173,-6.51168,-6.95543784580795,11258.3,0.95,-10.5982,-2.34287,NA,NA,NA,NA,NA,NA,NA
"m[45] CBS News/The New York Times",0.730661216593601,0.7146,0.567919105493557,10893.3,0.95,-0.779295,2.31193,NA,NA,NA,NA,NA,NA,NA
"m[46] ccAdvertising",-5.28510654758658,-5.29921,-5.43442522814736,11001,0.95,-7.31537,-3.32162,NA,NA,NA,NA,NA,NA,NA
"m[47] Central Surveys Inc.",0.71917803174775,0.688345,0.462649666126936,11001,0.95,-5.3098,6.88793,NA,NA,NA,NA,NA,NA,NA
"m[48] Centre College",1.30663070209981,1.26558,1.16260816532826,11001,0.95,-4.6351,7.58397,NA,NA,NA,NA,NA,NA,NA
"m[49] Change Research",1.51111775366539,1.51405,1.60430653781937,11001,0.95,0.000571102,2.9431,NA,NA,NA,NA,NA,NA,NA
"m[50] Cherry Communications",-1.930761439012,-1.94505,-2.15028016434167,11341.4,0.95,-6.40528,2.48557,NA,NA,NA,NA,NA,NA,NA
"m[51] Christopher Newport University",2.1871691232478,2.178,2.15251751626379,11001,0.95,-1.14387,5.538,NA,NA,NA,NA,NA,NA,NA
"m[52] Ciruli Associates",-1.77491629961985,-1.7708,-1.78018680021353,11001,0.95,-4.432,0.902074,NA,NA,NA,NA,NA,NA,NA
"m[53] CJ&N",1.20427272533017,1.18888,1.09027453454022,11001,0.95,-4.81424,7.4546,NA,NA,NA,NA,NA,NA,NA
"m[54] Clarity Campaign Labs",2.93883544343623,2.94749,2.97987066441641,11001,0.95,-0.0266277,5.85165,NA,NA,NA,NA,NA,NA,NA
"m[55] Clarus Research Group",2.36598822028261,2.36616,2.86547575647014,11001,0.95,-2.19906,7.43363,NA,NA,NA,NA,NA,NA,NA
"m[56] Clemson University",-4.62305423959413,-4.6025,-4.38343524648094,11001,0.95,-11.0958,1.19428,NA,NA,NA,NA,NA,NA,NA
"m[57] Clout Research/Wenzel Strategies",-4.67115154297518,-4.67146,-4.37168775769517,11001,0.95,-7.4459,-2.02392,NA,NA,NA,NA,NA,NA,NA
"m[58] CNN/Opinion Research Corp.",0.0395903281615489,0.0365455,0.125957445127904,11001,0.95,-1.24374,1.38212,NA,NA,NA,NA,NA,NA,NA
"m[59] co/efficient",1.24670482004827,1.23527,1.08785585889323,11001,0.95,-4.67503,7.36218,NA,NA,NA,NA,NA,NA,NA
"m[60] Cole Hargrave Snodgrass & Associates",2.00223131098719,2.01116,2.25947683146504,9072.9,0.95,-2.93549,6.64794,NA,NA,NA,NA,NA,NA,NA
"m[61] Columbus Dispatch",2.62796256827925,2.6381,2.79142842096639,11001,0.95,0.0775674,5.19925,NA,NA,NA,NA,NA,NA,NA
"m[62] Constituent Dynamics",-0.320398994544314,-0.338311,-0.321235564663022,11001,0.95,-6.19793,5.97262,NA,NA,NA,NA,NA,NA,NA
"m[63] Consumer Logic",3.5058795372278,3.49096,2.85958730373605,11331.4,0.95,-0.825291,7.96483,NA,NA,NA,NA,NA,NA,NA
"m[64] Cooper & Secrest",-0.556570051541251,-0.572187,-0.720192468729984,11001,0.95,-6.86619,5.31973,NA,NA,NA,NA,NA,NA,NA
"m[65] Craciun Research Group",5.61237175491773,5.54916,5.32874798220215,11001,0.95,-0.558579,11.8687,NA,NA,NA,NA,NA,NA,NA
"m[66] Crantford Research",0.958994361002,0.973162,1.07936725396974,11001,0.95,-5.37599,6.90806,NA,NA,NA,NA,NA,NA,NA
"m[67] Critical Insights",-0.153802554909735,-0.151153,-0.184524651518188,11001,0.95,-2.71784,2.371,NA,NA,NA,NA,NA,NA,NA
"m[68] Cromer Group",-0.912926428801382,-0.839028,-0.482111682207048,11001,0.95,-7.10899,5.13808,NA,NA,NA,NA,NA,NA,NA
"m[69] CrossTarget",-3.28996718149296,-3.28839,-3.38498070868271,11001,0.95,-8.50003,2.3338,NA,NA,NA,NA,NA,NA,NA
"m[70] CSP Polling",0.979824007428961,0.97879,1.33737281319969,11001,0.95,-4.73675,7.31481,NA,NA,NA,NA,NA,NA,NA
"m[71] CVOTER",-0.817797837944005,-0.81157,-0.840868377974786,11001,0.95,-4.46531,3.20588,NA,NA,NA,NA,NA,NA,NA
"m[72] Cygnal",2.23450996250314,2.23206,2.27052284594129,11001,0.95,-0.605675,5.10977,NA,NA,NA,NA,NA,NA,NA
"m[73] Dan Jones & Associates",1.93027300389492,1.93595,1.98307222798605,11001,0.95,-0.165439,3.77136,NA,NA,NA,NA,NA,NA,NA
"m[74] Dane & Associates",-9.34518218907372,-9.3485,-9.94215546810148,10554.2,0.95,-14.9701,-3.81902,NA,NA,NA,NA,NA,NA,NA
"m[75] Data for Progress",0.274868905290122,0.268041,0.276129143136785,11350.1,0.95,-4.96852,5.76808,NA,NA,NA,NA,NA,NA,NA
"m[76] Data Orbital",1.00124496622642,1.0171,0.952886177175293,11001,0.95,-2.41626,4.21989,NA,NA,NA,NA,NA,NA,NA
"m[77] Data West Polling",6.0878242041831,6.07173,6.04430362498984,10604.1,0.95,0.638952,11.6842,NA,NA,NA,NA,NA,NA,NA
"m[78] Datamar",-1.74864476576449,-1.73501,-1.65526844924924,11001,0.95,-5.94949,2.29242,NA,NA,NA,NA,NA,NA,NA
"m[79] DCCC Targeting and Analytics Department",1.48769795937006,1.47229,1.03814791771664,11001,0.95,-4.61365,7.58257,NA,NA,NA,NA,NA,NA,NA
"m[80] Decision Forecasting",-0.645709191814744,-0.630284,-0.592319146768695,10129.5,0.95,-5.69449,3.92411,NA,NA,NA,NA,NA,NA,NA
"m[81] DFM Research",4.40888985778475,4.40246,4.3344225068474,11372.8,0.95,1.26506,7.70077,NA,NA,NA,NA,NA,NA,NA
"m[82] DHM Research",-0.209229212960122,-0.197662,-0.0429718706321163,11001,0.95,-3.15009,2.67769,NA,NA,NA,NA,NA,NA,NA
"m[83] Diamond State Consulting Group",1.48308452615926,1.44223,1.33476862019611,11001,0.95,-4.54307,7.55307,NA,NA,NA,NA,NA,NA,NA
"m[84] Dittman Research",3.16467530632124,3.17334,3.23408944089352,11095.3,0.95,-0.991911,7.27421,NA,NA,NA,NA,NA,NA,NA
"m[85] Diversified Research Inc",-1.23729198035206,-1.24787,-1.51843374918901,11001,0.95,-7.27681,4.69084,NA,NA,NA,NA,NA,NA,NA
"m[86] Dixie Strategies",-3.36437913446129,-3.36673,-3.35986239329839,10116.6,0.95,-6.71872,0.153368,NA,NA,NA,NA,NA,NA,NA
"m[87] Dynamic Marketing Inc.",1.10005962001827,1.08474,1.21279748398442,9964.5,0.95,-4.91356,7.19836,NA,NA,NA,NA,NA,NA,NA
"m[88] East Tennessee State University",4.6142473192497,4.58646,4.26755797417868,10279.7,0.95,-0.762443,9.9705,NA,NA,NA,NA,NA,NA,NA
"m[89] Ed Renwick/Loyola University New Orleans",3.98579403294519,3.99727,4.05024570317115,11001,0.95,0.408489,7.712,NA,NA,NA,NA,NA,NA,NA
"m[90] Edgewater Research/My People Vote",-0.150390060972366,-0.158703,-0.198456125910024,11001,0.95,-5.47596,5.101,NA,NA,NA,NA,NA,NA,NA
"m[91] Elon University",1.67022024588437,1.66217,1.54426305340652,11001,0.95,-2.0348,5.0139,NA,NA,NA,NA,NA,NA,NA
"m[92] Elway Research",1.90097753457713,1.9024,2.05615643872457,10954.1,0.95,-0.507484,4.23383,NA,NA,NA,NA,NA,NA,NA
"m[93] Emerson College",0.367341403753352,0.368732,0.340315136322997,10576.7,0.95,-0.657812,1.39569,NA,NA,NA,NA,NA,NA,NA
"m[94] EPIC-MRA",-0.330327969757804,-0.333309,-0.344847963824659,11001,0.95,-1.99871,1.39388,NA,NA,NA,NA,NA,NA,NA
"m[95] Ethridge & Associates LLC",-0.41699713990519,-0.420858,-0.40511880604442,11001,0.95,-4.22039,3.62939,NA,NA,NA,NA,NA,NA,NA
"m[96] Fabrizio, Lee & Associates",1.30040106943532,1.29188,1.16195474265844,11001,0.95,-3.49998,6.18878,NA,NA,NA,NA,NA,NA,NA
"m[97] Fairleigh Dickinson University (PublicMind)",0.10030268452577,0.0930032,-0.026549962300785,11001,0.95,-2.394,2.49703,NA,NA,NA,NA,NA,NA,NA
"m[98] Feldman Group",2.0294372704655,2.02613,2.14760105672401,9557.9,0.95,-3.39491,7.24393,NA,NA,NA,NA,NA,NA,NA
"m[99] Field Research Corp. (Field Poll)",-2.11770212649514,-2.12068,-2.19623455922175,11001,0.95,-4.54043,0.452428,NA,NA,NA,NA,NA,NA,NA
"m[100] Financial Dynamics",-1.45214661901118,-1.46572,-1.71118358320698,11344,0.95,-4.0244,1.34051,NA,NA,NA,NA,NA,NA,NA
"m[101] Fleming & Associates",-1.17651110375775,-1.18389,-1.24637720725095,11411.3,0.95,-3.77168,1.54496,NA,NA,NA,NA,NA,NA,NA
"m[102] Florida Atlantic University",1.89576864083592,1.88407,1.82023982847049,10698.3,0.95,-2.68117,6.07413,NA,NA,NA,NA,NA,NA,NA
"m[103] Florida Chamber of Commerce",0.500191121122625,0.513494,0.582203910757938,11001,0.95,-5.56929,6.41843,NA,NA,NA,NA,NA,NA,NA
"m[104] Florida International University/Univision",0.784724076146714,0.740621,0.19498310960134,11001,0.95,-5.21902,6.75589,NA,NA,NA,NA,NA,NA,NA
"m[105] Florida Poll",2.17271779704572,2.1471,1.96841786812713,11001,0.95,-2.04035,6.25328,NA,NA,NA,NA,NA,NA,NA
"m[106] FM3 Research",4.18988268488247,4.17435,4.31877312879687,11001,0.95,0.332606,7.79084,NA,NA,NA,NA,NA,NA,NA
"m[107] Forman Center",5.12793791790292,5.10229,5.2005217281682,11001,0.95,-0.144114,10.7362,NA,NA,NA,NA,NA,NA,NA
"m[108] Fort Hays State University",-8.2672666931279,-8.23854,-8.26253711619674,11001,0.95,-13.6589,-2.82814,NA,NA,NA,NA,NA,NA,NA
"m[109] Forward Strategies",0.760328330962003,0.727125,0.626334227985854,11277.2,0.95,-4.5274,6.07738,NA,NA,NA,NA,NA,NA,NA
"m[110] Fox News/Beacon Research/Shaw & Co. Research",2.44738434918826,2.44749,2.42828644275014,11001,0.95,0.349604,4.6492,NA,NA,NA,NA,NA,NA,NA
"m[111] Fox News/Opinion Dynamics Corp.",-0.814059072801109,-0.817159,-0.936177695971316,11001,0.95,-2.84252,1.22766,NA,NA,NA,NA,NA,NA,NA
"m[112] Frank N. Magid Associates Inc.",3.03215919871221,3.02547,2.67430401586874,11001,0.95,-1.2471,7.54954,NA,NA,NA,NA,NA,NA,NA
"m[113] Franklin & Marshall College",0.960858359098082,0.968999,1.02800572321969,11001,0.95,-1.50967,3.44795,NA,NA,NA,NA,NA,NA,NA
"m[114] Franklin Pierce University",3.75725502170257,3.76557,4.00441297605877,11001,0.95,0.856325,6.77823,NA,NA,NA,NA,NA,NA,NA
"m[115] Frederick Polls",0.0483515519161894,0.0649277,0.149369357907657,11001,0.95,-6.05741,6.00189,NA,NA,NA,NA,NA,NA,NA
"m[116] Gallup",-0.712530492045041,-0.709188,-0.658676786124129,11001,0.95,-2.01208,0.672073,NA,NA,NA,NA,NA,NA,NA
"m[117] GaPundit.com",3.85827990385783,3.88288,4.33126868917041,11001,0.95,-1.49331,9.39155,NA,NA,NA,NA,NA,NA,NA
"m[118] Garin-Hart-Yang Research Group",2.97387638471139,2.96983,2.80494232866073,10795.7,0.95,0.789844,5.12001,NA,NA,NA,NA,NA,NA,NA
"m[119] GBAO",0.0922438279564585,0.0954818,0.0608832938459436,11001,0.95,-3.92047,3.90739,NA,NA,NA,NA,NA,NA,NA
"m[120] Georgetown University (Battleground)",-1.24555405804481,-1.24308,-1.22646771218563,11001,0.95,-3.02838,0.603072,NA,NA,NA,NA,NA,NA,NA
"m[121] GfK Group",0.610546951835197,0.599075,0.640107941667267,11001,0.95,-1.73471,2.88515,NA,NA,NA,NA,NA,NA,NA
"m[122] Glascock Group",1.66981970428143,1.67248,1.76250970081076,11082.5,0.95,-3.76879,6.88499,NA,NA,NA,NA,NA,NA,NA
"m[123] Glengariff Group",1.06608700051477,1.06027,0.754526706653599,11001,0.95,-2.47245,4.5737,NA,NA,NA,NA,NA,NA,NA
"m[124] Global Strategy Group",4.32092899618217,4.32736,4.32889651867632,11001,0.95,2.06478,6.6162,NA,NA,NA,NA,NA,NA,NA
"m[125] Global Strategy Group/National Research (Philadelphia Inquirer)",-1.52147008415412,-1.52473,-1.26331963447827,11001,0.95,-5.99643,2.91769,NA,NA,NA,NA,NA,NA,NA
"m[126] Glover Park Group",-3.08056518002691,-3.04441,-3.21805023739183,10692.2,0.95,-9.42014,2.94116,NA,NA,NA,NA,NA,NA,NA
"m[127] Gonzales Research & Marketing Strategies Inc.",-1.55013282723463,-1.55465,-1.59308105009116,11001,0.95,-5.22728,1.76212,NA,NA,NA,NA,NA,NA,NA
"m[128] Google Surveys",-0.160424886710054,-0.160983,-0.126012035888742,11001,0.95,-2.3394,2.03133,NA,NA,NA,NA,NA,NA,NA
"m[129] Gordon S. Black Corp.",-2.70903675582929,-2.65717,-2.38754411554152,11001,0.95,-8.31097,2.40248,NA,NA,NA,NA,NA,NA,NA
"m[130] Gotham Research Group",-1.48850171444779,-1.48259,-1.69973202779035,11091.1,0.95,-7.43281,4.78285,NA,NA,NA,NA,NA,NA,NA
"m[131] GQR Research (GQRR)",3.47504470929915,3.46728,3.39540448559619,11001,0.95,2.01405,4.96359,NA,NA,NA,NA,NA,NA,NA
"m[132] Gravis Marketing",1.03110439852195,1.02951,1.0889451970432,11001,0.95,-0.100379,2.10126,NA,NA,NA,NA,NA,NA,NA
"m[133] Great Lakes Strategies Group",-1.97911718086763,-1.95148,-1.94107074775243,11001,0.95,-8.23726,3.94582,NA,NA,NA,NA,NA,NA,NA
"m[134] Greenberg Quinlan Rosner/American Viewpoint",-2.91653871397782,-2.91681,-2.92901710211427,11001,0.95,-6.68593,0.923086,NA,NA,NA,NA,NA,NA,NA
"m[135] Greg Smith and Associates",5.80341484669576,5.79439,5.68453087456288,10693.9,0.95,1.61028,10.0031,NA,NA,NA,NA,NA,NA,NA
"m[136] Grove Insight",1.01691220662711,1.01837,0.797741137962135,11001,0.95,-1.00042,3.05104,NA,NA,NA,NA,NA,NA,NA
"m[137] Hamilton Campaigns",4.45401891597128,4.45182,4.4186682791229,11001,0.95,1.1788,7.76296,NA,NA,NA,NA,NA,NA,NA
"m[138] Hampton University",-3.44513462076732,-3.46079,-3.85257532532873,11436.3,0.95,-8.05117,0.860923,NA,NA,NA,NA,NA,NA,NA
"m[139] Harper Polling",0.453020368445369,0.436369,0.359754371428952,11001,0.95,-2.98299,3.93743,NA,NA,NA,NA,NA,NA,NA
