"","state","pollster","number.of.observations","start.date","end.date","other","undecided","mode","population","pollsterFullName","year","democrat","republican","ID","race_id"
"2478","OH","Ipsos/Reuters",1031,"11/3/12","11/6/12",9,0,"Live Phone","Likely Voters","Ipsos/Reuters","2012",46,45,2478,2478
"2479","AZ","Public Policy",1080,"11/4/12","11/6/12",1,0,"Live Phone","Likely Voters","Public Policy","2012",46,53,2479,2479
"2480","FL","Ipsos/Reuters",743,"11/4/12","11/6/12",8,0,"Live Phone","Likely Voters","Ipsos/Reuters","2012",46,46,2480,2480
"2481","MI","Foster, Baydoun",1913,"11/4/12","11/6/12",7,0,"Live Phone","Likely Voters","Foster, Baydoun","2012",46,47,2481,2481
"2482","NC","Gravis Marketing",1130,"11/5/12","11/6/12",4,0,"Live Phone","Likely Voters","Gravis Marketing","2012",46,50,2482,2482
"2483","CO","Ipsos/Reuters",973,"11/3/12","11/6/12",8,0,"Live Phone","Likely Voters","Ipsos/Reuters","2012",45,47,2483,2483
"2484","FL","Mason-Dixon",800,"11/3/12","11/6/12",4,0,"Live Phone","Likely Voters","Mason-Dixon","2012",45,51,2484,2484
"2485","MO","Public Policy",835,"11/4/12","11/6/12",2,0,"Live Phone","Likely Voters","Public Policy","2012",45,53,2485,2485
"2486","MT","Public Policy",836,"11/4/12","11/6/12",3,0,"Live Phone","Likely Voters","Public Policy","2012",45,52,2486,2486
"2487","AZ","YouGov",702,"11/4/12","11/6/12",4,0,"Live Phone","Likely Voters","YouGov","2012",44,52,2487,2487
"2488","GA","YouGov",1070,"11/4/12","11/6/12",4,0,"Live Phone","Likely Voters","YouGov","2012",44,52,2488,2488
"2489","IN","YouGov",768,"11/4/12","11/6/12",5,0,"Live Phone","Likely Voters","YouGov","2012",44,51,2489,2489
"2490","IN","Rasmussen",600,"11/4/12","11/6/12",5,0,"Live Phone","Likely Voters","Rasmussen","2012",43,52,2490,2490
"2491","MT","Rasmussen",500,"11/4/12","11/6/12",4,0,"Live Phone","Likely Voters","Rasmussen","2012",43,53,2491,2491
"2492","MT","Mason-Dixon",625,"11/4/12","11/6/12",4,0,"Live Phone","Likely Voters","Mason-Dixon","2012",43,53,2492,2492
"2493","MO","SurveyUSA",589,"11/5/12","11/6/12",7,0,"Live Phone","Likely Voters","SurveyUSA","2012",43,50,2493,2493
"2494","SD","Nielson Brothers",671,"11/3/12","11/6/12",8,0,"Live Phone","Likely Voters","Nielson Brothers","2012",42,50,2494,2494
"2495","MO","YouGov",779,"11/4/12","11/6/12",5,0,"Live Phone","Likely Voters","YouGov","2012",42,53,2495,2495
"2496","TN","YouGov",697,"11/4/12","11/6/12",5,0,"Live Phone","Likely Voters","YouGov","2012",42,53,2496,2496
"2497","TX","YouGov",1563,"11/4/12","11/6/12",5,0,"Live Phone","Likely Voters","YouGov","2012",38,57,2497,2497
"2498","UT","Dan Jones & Assoc.",870,"11/3/12","11/6/12",5,0,"Live Phone","Registered Voters","Dan Jones & Assoc.","2012",26,69,2498,2498
"2499","--","Insights West",940,"2016-11-04","2016-11-07",2,8,"Internet","Likely Voters","Insights West","2016",45,41,2499,2499
"2500","--","Insights West",NA,"2016-11-04","2016-11-07",0,4,"Internet","Likely Voters - Democrat","Insights West","2016",89,6,2500,2500
"2501","--","Insights West",NA,"2016-11-04","2016-11-07",2,6,"Internet","Likely Voters - Republican","Insights West","2016",7,82,2501,2501
"2502","--","Insights West",NA,"2016-11-04","2016-11-07",4,7,"Internet","Likely Voters - independent","Insights West","2016",43,38,2502,2502
"2503","--","IBD/TIPP",1107,"2016-11-04","2016-11-07",4,5,"Live Phone","Likely Voters","IBD/TIPP","2016",41,43,2503,2503
"2504","--","YouGov/Economist",3669,"2016-11-04","2016-11-07",5,4,"Internet","Likely Voters","YouGov/Economist","2016",45,41,2504,2504
"2505","--","YouGov/Economist",1392,"2016-11-04","2016-11-07",2,2,"Internet","Likely Voters - Democrat","YouGov/Economist","2016",90,6,2505,2505
"2506","--","YouGov/Economist",1110,"2016-11-04","2016-11-07",4,4,"Internet","Likely Voters - Republican","YouGov/Economist","2016",4,84,2506,2506
"2507","--","YouGov/Economist",1167,"2016-11-04","2016-11-07",9,8,"Internet","Likely Voters - independent","YouGov/Economist","2016",31,44,2507,2507
"2508","--","Lucid/The Times-Picayune",931,"2016-11-04","2016-11-06",2,7,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",45,40,2508,2508
"2509","--","Bloomberg/Selzer",799,"2016-11-04","2016-11-06",5,6,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",46,43,2509,2509
"2510","--","Bloomberg/Selzer",NA,"2016-11-04","2016-11-06",3,5,"Live Phone","Likely Voters - Democrat","Bloomberg/Selzer","2016",86,6,2510,2510
"2511","--","Bloomberg/Selzer",NA,"2016-11-04","2016-11-06",6,4,"Live Phone","Likely Voters - Republican","Bloomberg/Selzer","2016",5,85,2511,2511
"2512","--","Bloomberg/Selzer",NA,"2016-11-04","2016-11-06",10,8,"Live Phone","Likely Voters - independent","Bloomberg/Selzer","2016",38,44,2512,2512
"2513","--","Bloomberg/Selzer",799,"2016-11-04","2016-11-06",2,8,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",44,41,2513,2513
"2514","--","ABC/Post",2220,"2016-11-03","2016-11-06",4,1,"Live Phone","Likely Voters","ABC/Post","2016",47,43,2514,2514
"2515","--","Monmouth University",748,"2016-11-03","2016-11-06",3,1,"Live Phone","Likely Voters","Monmouth University","2016",50,44,2515,2515
"2516","--","FOX",1295,"2016-11-03","2016-11-06",4,1,"Live Phone","Likely Voters","FOX","2016",48,44,2516,2516
"2517","--","FOX",NA,"2016-11-03","2016-11-06",3,0,"Live Phone","Likely Voters - Democrat","FOX","2016",91,4,2517,2517
"2518","--","FOX",NA,"2016-11-03","2016-11-06",3,1,"Live Phone","Likely Voters - Republican","FOX","2016",9,86,2518,2518
"2519","--","FOX",NA,"2016-11-03","2016-11-06",9,5,"Live Phone","Likely Voters - independent","FOX","2016",36,42,2519,2519
"2520","--","Ipsos/Reuters",2195,"2016-11-02","2016-11-06",9,8,"Internet","Likely Voters","Ipsos/Reuters","2016",44,39,2520,2520
"2521","--","Ipsos/Reuters",NA,"2016-11-02","2016-11-06",5,5,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",84,7,2521,2521
"2522","--","Ipsos/Reuters",NA,"2016-11-02","2016-11-06",7,7,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",6,81,2522,2522
"2523","--","Ipsos/Reuters",NA,"2016-11-02","2016-11-06",28,19,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",29,24,2523,2523
"2524","--","Ipsos/Reuters",2195,"2016-11-02","2016-11-06",6,7,"Internet","Likely Voters","Ipsos/Reuters","2016",42,39,2524,2524
"2525","--","Ipsos/Reuters",NA,"2016-11-02","2016-11-06",3,4,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",81,7,2525,2525
"2526","--","Ipsos/Reuters",NA,"2016-11-02","2016-11-06",3,5,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",6,81,2526,2526
"2527","--","Ipsos/Reuters",NA,"2016-11-02","2016-11-06",16,17,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",28,24,2527,2527
"2528","--","Rasmussen",1500,"2016-11-02","2016-11-06",5,4,"IVR/Online","Likely Voters","Rasmussen","2016",45,43,2528,2528
"2529","--","CBS/Times",1426,"2016-11-02","2016-11-06",5,5,"Live Phone","Likely Voters","CBS/Times","2016",47,43,2529,2529
"2530","--","CBS/Times",NA,"2016-11-02","2016-11-06",1,4,"Live Phone","Likely Voters - Democrat","CBS/Times","2016",88,7,2530,2530
"2531","--","CBS/Times",NA,"2016-11-02","2016-11-06",5,3,"Live Phone","Likely Voters - Republican","CBS/Times","2016",6,86,2531,2531
"2532","--","CBS/Times",NA,"2016-11-02","2016-11-06",8,9,"Live Phone","Likely Voters - independent","CBS/Times","2016",41,42,2532,2532
"2533","--","CBS/Times",1426,"2016-11-02","2016-11-06",4,5,"Live Phone","Likely Voters","CBS/Times","2016",45,41,2533,2533
"2534","--","CBS/Times",NA,"2016-11-02","2016-11-06",3,4,"Live Phone","Likely Voters - Democrat","CBS/Times","2016",85,6,2534,2534
"2535","--","CBS/Times",NA,"2016-11-02","2016-11-06",3,2,"Live Phone","Likely Voters - Republican","CBS/Times","2016",6,84,2535,2535
"2536","--","CBS/Times",NA,"2016-11-02","2016-11-06",7,8,"Live Phone","Likely Voters - independent","CBS/Times","2016",38,40,2536,2536
"2537","--","UPI/CVOTER",1625,"2016-10-31","2016-11-06",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",49,46,2537,2537
"2538","--","NBC/SurveyMonkey",70194,"2016-10-31","2016-11-06",NA,5,"Internet","Likely Voters","NBC/SurveyMonkey","2016",51,44,2538,2538
"2539","--","NBC/SurveyMonkey",70194,"2016-10-31","2016-11-06",3,2,"Internet","Likely Voters","NBC/SurveyMonkey","2016",47,41,2539,2539
"2540","--","Politico/Morning Consult",1482,"2016-11-04","2016-11-05",4,0,"Internet","Likely Voters","Politico/Morning Consult","2016",45,42,2540,2540
"2541","--","Politico/Morning Consult",571,"2016-11-04","2016-11-05",2,0,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",87,8,2541,2541
"2542","--","Politico/Morning Consult",495,"2016-11-04","2016-11-05",1,0,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",9,85,2542,2542
"2543","--","Politico/Morning Consult",416,"2016-11-04","2016-11-05",10,1,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",32,39,2543,2543
"2544","--","NBC/WSJ",1282,"2016-11-03","2016-11-05",5,5,"Live Phone","Likely Voters","NBC/WSJ","2016",44,40,2544,2544
"2545","--","Franklin Pierce/RKM/Boston Herald",1009,"2016-11-01","2016-11-05",3,1,"Live Phone","Likely Voters","Franklin Pierce/RKM/Boston Herald","2016",48,44,2545,2545
"2546","--","Franklin Pierce/RKM/Boston Herald",474,"2016-11-01","2016-11-05",4,1,"Live Phone","Likely Voters - Democrat","Franklin Pierce/RKM/Boston Herald","2016",82,12,2546,2546
"2547","--","Franklin Pierce/RKM/Boston Herald",418,"2016-11-01","2016-11-05",1,1,"Live Phone","Likely Voters - Republican","Franklin Pierce/RKM/Boston Herald","2016",14,79,2547,2547
"2548","--","Franklin Pierce/RKM/Boston Herald",106,"2016-11-01","2016-11-05",4,3,"Live Phone","Likely Voters - independent","Franklin Pierce/RKM/Boston Herald","2016",29,54,2548,2548
"2549","--","Angus Reid/MARU-Matchbox",1113,"2016-11-01","2016-11-04",2,NA,"Internet","Likely Voters","Angus Reid/MARU-Matchbox","2016",48,44,2549,2549
"2550","--","McClatchy/Marist",940,"2016-11-01","2016-11-03",8,2,"Live Phone","Likely Voters","McClatchy/Marist","2016",46,44,2550,2550
"2551","--","McClatchy/Marist",NA,"2016-11-01","2016-11-03",3,0,"Live Phone","Likely Voters - Democrat","McClatchy/Marist","2016",90,7,2551,2551
"2552","--","McClatchy/Marist",NA,"2016-11-01","2016-11-03",3,1,"Live Phone","Likely Voters - Republican","McClatchy/Marist","2016",3,92,2552,2552
"2553","--","McClatchy/Marist",NA,"2016-11-01","2016-11-03",17,4,"Live Phone","Likely Voters - independent","McClatchy/Marist","2016",38,41,2553,2553
"2554","--","McClatchy/Marist",940,"2016-11-01","2016-11-03",5,2,"Live Phone","Likely Voters","McClatchy/Marist","2016",44,43,2554,2554
"2555","--","McClatchy/Marist",NA,"2016-11-01","2016-11-03",1,0,"Live Phone","Likely Voters - Democrat","McClatchy/Marist","2016",89,7,2555,2555
"2556","--","McClatchy/Marist",NA,"2016-11-01","2016-11-03",1,1,"Live Phone","Likely Voters - Republican","McClatchy/Marist","2016",2,92,2556,2556
"2557","--","McClatchy/Marist",NA,"2016-11-01","2016-11-03",11,5,"Live Phone","Likely Voters - independent","McClatchy/Marist","2016",33,39,2557,2557
"2558","--","Lucid/The Times-Picayune",873,"2016-11-01","2016-11-03",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",44,39,2558,2558
"2559","--","IBD/TIPP",898,"2016-10-30","2016-11-03",4,5,"Live Phone","Likely Voters","IBD/TIPP","2016",44,44,2559,2559
"2560","--","ABC/Post",1151,"2016-10-30","2016-11-02",4,2,"Live Phone","Likely Voters","ABC/Post","2016",47,44,2560,2560
"2561","--","YouGov/Economist",1233,"2016-10-30","2016-11-01",4,4,"Internet","Likely Voters","YouGov/Economist","2016",46,43,2561,2561
"2562","--","YouGov/Economist",523,"2016-10-30","2016-11-01",2,3,"Internet","Likely Voters - Democrat","YouGov/Economist","2016",90,5,2562,2562
"2563","--","YouGov/Economist",268,"2016-10-30","2016-11-01",3,1,"Internet","Likely Voters - Republican","YouGov/Economist","2016",5,89,2563,2563
"2564","--","YouGov/Economist",442,"2016-10-30","2016-11-01",5,7,"Internet","Likely Voters - independent","YouGov/Economist","2016",28,51,2564,2564
"2565","--","Rasmussen",1500,"2016-10-30","2016-11-01",4,4,"IVR/Online","Likely Voters","Rasmussen","2016",44,44,2565,2565
"2566","--","CBS/Times",1333,"2016-10-28","2016-11-01",5,5,"Live Phone","Likely Voters","CBS/Times","2016",47,44,2566,2566
"2567","--","CBS/Times",NA,"2016-10-28","2016-11-01",1,3,"Live Phone","Likely Voters - Democrat","CBS/Times","2016",87,8,2567,2567
"2568","--","CBS/Times",NA,"2016-10-28","2016-11-01",5,5,"Live Phone","Likely Voters - Republican","CBS/Times","2016",8,83,2568,2568
"2569","--","CBS/Times",NA,"2016-10-28","2016-11-01",9,6,"Live Phone","Likely Voters - independent","CBS/Times","2016",39,46,2569,2569
"2570","--","CBS/Times",NA,"2016-10-28","2016-11-01",5,4,"Live Phone","Likely Voters","CBS/Times","2016",45,42,2570,2570
"2571","--","CBS/Times",NA,"2016-10-28","2016-11-01",3,4,"Live Phone","Likely Voters - Democrat","CBS/Times","2016",83,7,2571,2571
"2572","--","CBS/Times",NA,"2016-10-28","2016-11-01",4,4,"Live Phone","Likely Voters - Republican","CBS/Times","2016",7,81,2572,2572
"2573","--","CBS/Times",NA,"2016-10-28","2016-11-01",8,4,"Live Phone","Likely Voters - independent","CBS/Times","2016",38,42,2573,2573
"2574","--","Gravis Marketing/OANN",5360,"2016-10-31","2016-10-31",NA,NA,"IVR/Online","Registered Voters","Gravis Marketing/OANN","2016",50,50,2574,2574
"2575","--","Gravis Marketing/OANN",5360,"2016-10-31","2016-10-31",2,3,"IVR/Online","Registered Voters","Gravis Marketing/OANN","2016",46,45,2575,2575
"2576","--","Lucid/The Times-Picayune",866,"2016-10-29","2016-10-31",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",42,40,2576,2576
"2577","--","Politico/Morning Consult",1772,"2016-10-29","2016-10-30",NA,11,"Internet","Likely Voters","Politico/Morning Consult","2016",46,43,2577,2577
"2578","--","Politico/Morning Consult",661,"2016-10-29","2016-10-30",NA,6,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",88,6,2578,2578
"2579","--","Politico/Morning Consult",601,"2016-10-29","2016-10-30",NA,6,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",8,86,2579,2579
"2580","--","Politico/Morning Consult",510,"2016-10-29","2016-10-30",NA,23,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",38,39,2580,2580
"2581","--","Politico/Morning Consult",1772,"2016-10-29","2016-10-30",5,6,"Internet","Likely Voters","Politico/Morning Consult","2016",42,39,2581,2581
"2582","--","Politico/Morning Consult",661,"2016-10-29","2016-10-30",5,4,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",81,5,2582,2582
"2583","--","Politico/Morning Consult",601,"2016-10-29","2016-10-30",3,5,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",6,82,2583,2583
"2584","--","Politico/Morning Consult",510,"2016-10-29","2016-10-30",8,12,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",33,32,2584,2584
"2585","--","Politico/Morning Consult",1249,"2016-10-27","2016-10-30",NA,1,"Live Phone","Likely Voters","Politico/Morning Consult","2016",52,47,2585,2585
"2586","--","UPI/CVOTER",1299,"2016-10-24","2016-10-30",3,NA,"Internet","Likely Voters","UPI/CVOTER","2016",49,48,2586,2586
"2587","--","NBC/SurveyMonkey",40816,"2016-10-24","2016-10-30",NA,5,"Internet","Likely Voters","NBC/SurveyMonkey","2016",51,44,2587,2587
"2588","--","NBC/SurveyMonkey",40816,"2016-10-24","2016-10-30",3,2,"Internet","Likely Voters","NBC/SurveyMonkey","2016",47,41,2588,2588
"2589","--","ABC/Post",1695,"2016-10-26","2016-10-29",4,2,"Live Phone","Likely Voters","ABC/Post","2016",46,45,2589,2589
"2590","--","IBD/TIPP",1039,"2016-10-24","2016-10-29",4,4,"Live Phone","Likely Voters","IBD/TIPP","2016",44,42,2590,2590
"2591","--","Lucid/The Times-Picayune",865,"2016-10-26","2016-10-28",3,8,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",43,40,2591,2591
"2592","--","Rasmussen",1500,"2016-10-25","2016-10-27",4,2,"IVR/Online","Likely Voters","Rasmussen","2016",45,45,2592,2592
"2593","--","Saint Leo University",1050,"2016-10-22","2016-10-26",2,12,"Internet","Likely Voters","Saint Leo University","2016",45,34,2593,2593
"2594","--","YouGov/Economist",1209,"2016-10-22","2016-10-26",3,7,"Internet","Likely Voters","YouGov/Economist","2016",46,41,2594,2594
"2595","--","YouGov/Economist",501,"2016-10-22","2016-10-26",1,3,"Internet","Likely Voters - Democrat","YouGov/Economist","2016",91,4,2595,2595
"2596","--","YouGov/Economist",305,"2016-10-22","2016-10-26",2,6,"Internet","Likely Voters - Republican","YouGov/Economist","2016",7,82,2596,2596
"2597","--","YouGov/Economist",403,"2016-10-22","2016-10-26",5,11,"Internet","Likely Voters - independent","YouGov/Economist","2016",31,45,2597,2597
"2598","--","Lucid/The Times-Picayune",875,"2016-10-23","2016-10-25",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",43,39,2598,2598
"2599","--","ABC/Post",1135,"2016-10-22","2016-10-25",1,3,"Live Phone","Likely Voters","ABC/Post","2016",48,42,2599,2599
"2600","--","FOX",1221,"2016-10-22","2016-10-25",4,4,"Live Phone","Likely Voters","FOX","2016",44,41,2600,2600
"2601","--","FOX",NA,"2016-10-22","2016-10-25",4,4,"Live Phone","Likely Voters - Democrat","FOX","2016",83,8,2601,2601
"2602","--","FOX",NA,"2016-10-22","2016-10-25",3,4,"Live Phone","Likely Voters - Republican","FOX","2016",6,81,2602,2602
"2603","--","FOX",NA,"2016-10-22","2016-10-25",9,7,"Live Phone","Likely Voters - independent","FOX","2016",28,41,2603,2603
"2604","--","Pew",2120,"2016-10-20","2016-10-25",5,4,"Live Phone","Registered Voters","Pew","2016",46,40,2604,2604
"2605","--","CNBC",NA,"2016-10-21","2016-10-24",6,10,"Live Phone","Likely Voters","CNBC","2016",43,34,2605,2605
"2606","--","ABC News",1119,"2016-10-21","2016-10-24",4,2,"Live Phone","Likely Voters","ABC News","2016",49,40,2606,2606
"2607","--","GQR (D-Democracy Corps)",900,"2016-10-21","2016-10-24",2,3,"Live Phone","Likely Voters","GQR (D-Democracy Corps)","2016",50,38,2607,2607
"2608","--","AP-GfK (web)",1212,"2016-10-20","2016-10-24",2,4,"Internet","Likely Voters","AP-GfK (web)","2016",51,37,2608,2608
"2609","--","Suffolk/USA Today",1000,"2016-10-20","2016-10-24",NA,12,"Live Phone","Likely Voters","Suffolk/USA Today","2016",49,39,2609,2609
"2610","--","Suffolk/USA Today",382,"2016-10-20","2016-10-24",NA,5,"Live Phone","Likely Voters - Democrat","Suffolk/USA Today","2016",92,3,2610,2610
"2611","--","Suffolk/USA Today",322,"2016-10-20","2016-10-24",NA,9,"Live Phone","Likely Voters - Republican","Suffolk/USA Today","2016",8,83,2611,2611
"2612","--","Suffolk/USA Today",280,"2016-10-20","2016-10-24",NA,23,"Live Phone","Likely Voters - independent","Suffolk/USA Today","2016",39,38,2612,2612
"2613","--","Suffolk/USA Today",1000,"2016-10-20","2016-10-24",2,9,"Live Phone","Likely Voters","Suffolk/USA Today","2016",47,38,2613,2613
"2614","--","Suffolk/USA Today",382,"2016-10-20","2016-10-24",2,4,"Live Phone","Likely Voters - Democrat","Suffolk/USA Today","2016",89,4,2614,2614
"2615","--","Suffolk/USA Today",322,"2016-10-20","2016-10-24",2,7,"Live Phone","Likely Voters - Republican","Suffolk/USA Today","2016",8,80,2615,2615
"2616","--","Suffolk/USA Today",280,"2016-10-20","2016-10-24",3,17,"Live Phone","Likely Voters - independent","Suffolk/USA Today","2016",36,35,2616,2616
"2617","--","Ipsos/Reuters",1170,"2016-10-20","2016-10-24",10,10,"Internet","Likely Voters","Ipsos/Reuters","2016",43,37,2617,2617
"2618","--","Ipsos/Reuters",NA,"2016-10-20","2016-10-24",5,6,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",83,7,2618,2618
"2619","--","Ipsos/Reuters",NA,"2016-10-20","2016-10-24",10,9,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",6,74,2619,2619
"2620","--","Ipsos/Reuters",NA,"2016-10-20","2016-10-24",32,16,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",28,25,2620,2620
"2621","--","Ipsos/Reuters",1170,"2016-10-20","2016-10-24",6,6,"Internet","Likely Voters","Ipsos/Reuters","2016",42,38,2621,2621
"2622","--","Ipsos/Reuters",NA,"2016-10-20","2016-10-24",4,4,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",81,7,2622,2622
"2623","--","Ipsos/Reuters",NA,"2016-10-20","2016-10-24",6,5,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",7,76,2623,2623
"2624","--","Ipsos/Reuters",NA,"2016-10-20","2016-10-24",18,8,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",27,28,2624,2624
"2625","--","Rasmussen",1500,"2016-10-20","2016-10-24",5,5,"IVR/Online","Likely Voters","Rasmussen","2016",43,42,2625,2625
"2626","--","CNN",779,"2016-10-20","2016-10-23",2,2,"Live Phone","Likely Voters","CNN","2016",49,44,2626,2626
"2627","--","CNN",NA,"2016-10-20","2016-10-23",1,2,"Live Phone","Likely Voters - Democrat","CNN","2016",91,6,2627,2627
"2628","--","CNN",NA,"2016-10-20","2016-10-23",1,0,"Live Phone","Likely Voters - Republican","CNN","2016",6,90,2628,2628
"2629","--","CNN",NA,"2016-10-20","2016-10-23",3,3,"Live Phone","Likely Voters - independent","CNN","2016",41,45,2629,2629
"2630","--","Centre College",569,"2016-10-18","2016-10-23",9,NA,"Live Phone","Likely Voters","Centre College","2016",45,40,2630,2630
"2631","--","IBD/TIPP",815,"2016-10-18","2016-10-23",6,4,"Live Phone","Likely Voters","IBD/TIPP","2016",41,41,2631,2631
"2632","--","NBC/SurveyMonkey",32225,"2016-10-17","2016-10-23",NA,5,"Internet","Likely Voters","NBC/SurveyMonkey","2016",50,44,2632,2632
"2633","--","NBC/SurveyMonkey",32225,"2016-10-17","2016-10-23",3,2,"Internet","Likely Voters","NBC/SurveyMonkey","2016",46,41,2633,2633
"2634","--","UPI/CVOTER",1414,"2016-10-17","2016-10-23",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,46,2634,2634
"2635","--","Lucid/The Times-Picayune",884,"2016-10-20","2016-10-22",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",43,37,2635,2635
"2636","--","PPP (D-Social Security Works)",990,"2016-10-20","2016-10-21",NA,9,"IVR/Online","Likely Voters","PPP (D-Social Security Works)","2016",46,40,2636,2636
"2637","--","PPP (D-Social Security Works)",NA,"2016-10-20","2016-10-21",NA,5,"IVR/Online","Likely Voters - Democrat","PPP (D-Social Security Works)","2016",81,10,2637,2637
"2638","--","PPP (D-Social Security Works)",NA,"2016-10-20","2016-10-21",NA,6,"IVR/Online","Likely Voters - Republican","PPP (D-Social Security Works)","2016",11,80,2638,2638
"2639","--","PPP (D-Social Security Works)",NA,"2016-10-20","2016-10-21",NA,20,"IVR/Online","Likely Voters - independent","PPP (D-Social Security Works)","2016",32,36,2639,2639
"2640","--","Politico/Morning Consult",1395,"2016-10-19","2016-10-20",NA,16,"Internet","Likely Voters","Politico/Morning Consult","2016",46,40,2640,2640
"2641","--","Politico/Morning Consult",501,"2016-10-19","2016-10-20",NA,6,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",86,8,2641,2641
"2642","--","Politico/Morning Consult",443,"2016-10-19","2016-10-20",NA,10,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",7,82,2642,2642
"2643","--","Politico/Morning Consult",450,"2016-10-19","2016-10-20",NA,28,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",39,33,2643,2643
"2644","--","Politico/Morning Consult",1395,"2016-10-19","2016-10-20",4,9,"Internet","Likely Voters","Politico/Morning Consult","2016",42,36,2644,2644
"2645","--","Politico/Morning Consult",501,"2016-10-19","2016-10-20",2,4,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",84,8,2645,2645
"2646","--","Politico/Morning Consult",443,"2016-10-19","2016-10-20",2,6,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",6,78,2646,2646
"2647","--","Politico/Morning Consult",450,"2016-10-19","2016-10-20",9,17,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",31,27,2647,2647
"2648","--","ARG",1006,"2016-10-17","2016-10-20",5,4,"Live Phone","Likely Voters","ARG","2016",49,42,2648,2648
"2649","--","ARG",362,"2016-10-17","2016-10-20",3,4,"Live Phone","Likely Voters - Democrat","ARG","2016",89,4,2649,2649
"2650","--","ARG",321,"2016-10-17","2016-10-20",4,5,"Live Phone","Likely Voters - Republican","ARG","2016",10,81,2650,2650
"2651","--","ARG",323,"2016-10-17","2016-10-20",8,3,"Live Phone","Likely Voters - independent","ARG","2016",44,45,2651,2651
"2652","--","Lucid/The Times-Picayune",729,"2016-10-17","2016-10-19",2,9,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",47,35,2652,2652
"2653","--","Rasmussen",1500,"2016-10-17","2016-10-19",6,6,"IVR/Online","Likely Voters","Rasmussen","2016",40,43,2653,2653
"2654","--","Quinnipiac",1007,"2016-10-17","2016-10-18",2,5,"Live Phone","Likely Voters","Quinnipiac","2016",47,40,2654,2654
"2655","--","Quinnipiac",NA,"2016-10-17","2016-10-18",1,2,"Live Phone","Likely Voters - Democrat","Quinnipiac","2016",91,4,2655,2655
"2656","--","Quinnipiac",NA,"2016-10-17","2016-10-18",3,4,"Live Phone","Likely Voters - Republican","Quinnipiac","2016",7,80,2656,2656
"2657","--","Quinnipiac",NA,"2016-10-17","2016-10-18",3,6,"Live Phone","Likely Voters - independent","Quinnipiac","2016",38,42,2657,2657
"2658","--","Rasmussen",NA,"2016-10-16","2016-10-18",2,2,"IVR/Online","Likely Voters - Democrat","Rasmussen","2016",80,12,2658,2658
"2659","--","Rasmussen",NA,"2016-10-16","2016-10-18",2,4,"IVR/Online","Likely Voters - Republican","Rasmussen","2016",11,79,2659,2659
"2660","--","Rasmussen",NA,"2016-10-16","2016-10-18",9,12,"IVR/Online","Likely Voters - independent","Rasmussen","2016",29,38,2660,2660
"2661","--","YouGov/Economist",1032,"2016-10-15","2016-10-18",4,10,"Internet","Likely Voters","YouGov/Economist","2016",42,38,2661,2661
"2662","--","YouGov/Economist",434,"2016-10-15","2016-10-18",2,5,"Internet","Likely Voters - Democrat","YouGov/Economist","2016",83,7,2662,2662
"2663","--","YouGov/Economist",252,"2016-10-15","2016-10-18",2,10,"Internet","Likely Voters - Republican","YouGov/Economist","2016",3,81,2663,2663
