"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias","transparency","delMode","LV","undecided"
"2443",4315,5634,803,"2004","2004_Pres-G_WI","WI","Pres-G","Pres-G","ZIn-JZA",395,2004-10-31,601,"John Kerry","DEM",51,"George W. Bush","REP",45,NA,6,2004-11-02,49.7,49.32,0.38,5.62,5.62,1,"","","Zogby Interactive-JZ Analytics",2,1.3,-4.32,"no","Online",TRUE,4
"4706",15780,20620,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,1226,"Barack Obama","DEM",54,"John McCain","REP",43,NA,11,2008-11-04,52.86,45.6,7.26,3.74,3.74,1,"","","Zogby Interactive-JZ Analytics",2,1.14,-2.6,"no","Online",TRUE,3
"4713",16402,21299,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,678,"Barack Obama","DEM",49,"John McCain","REP",48,NA,1,2008-11-04,50.91,48.1,2.81,1.81,-1.81,1,"","","Zogby Interactive-JZ Analytics",2,-1.91,-0.100000000000001,"no","Online",TRUE,3
"4715",16397,21294,719,"2008","2008_Pres-G_IN","IN","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,585,"Barack Obama","DEM",45,"John McCain","REP",50,NA,-5,2008-11-04,49.84,48.81,1.03,6.03,-6.03,0,"","","Zogby Interactive-JZ Analytics",2,-4.84,1.19,"no","Online",TRUE,5
"4717",16401,21298,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,585,"Barack Obama","DEM",49,"John McCain","REP",49,NA,0,2008-11-04,49.23,49.36,-0.13,0.13,0.13,0.5,"","","Zogby Interactive-JZ Analytics",2,-0.229999999999997,-0.359999999999999,"no","Online",TRUE,2
"4720",16403,21300,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,585,"Barack Obama","DEM",49,"John McCain","REP",50,NA,-1,2008-11-04,49.7,49.38,0.33,1.33,-1.33,0,"","","Zogby Interactive-JZ Analytics",2,-0.700000000000003,0.619999999999997,"no","Online",TRUE,1
"4723",16398,21295,737,"2008","2008_Pres-G_NV","NV","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,586,"Barack Obama","DEM",53,"John McCain","REP",42,NA,11,2008-11-04,55.15,42.65,12.49,1.49,-1.49,1,"","","Zogby Interactive-JZ Analytics",2,-2.15,-0.649999999999999,"no","Online",TRUE,5
"4725",16399,21296,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,687,"Barack Obama","DEM",49,"John McCain","REP",47,NA,2,2008-11-04,51.38,46.8,4.58,2.58,-2.58,1,"","","Zogby Interactive-JZ Analytics",2,-2.38,0.200000000000003,"no","Online",TRUE,4
"4727",16396,21293,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,682,"Barack Obama","DEM",51,"John McCain","REP",41,NA,10,2008-11-04,54.47,44.15,10.31,0.31,-0.31,1,"","","Zogby Interactive-JZ Analytics",2,-3.47,-3.15,"no","Online",TRUE,8
"4730",16400,21297,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","ZIn-JZA",395,2008-11-02,690,"Barack Obama","DEM",52,"John McCain","REP",45,NA,7,2008-11-04,52.63,46.33,6.3,0.7,0.7,1,"","","Zogby Interactive-JZ Analytics",2,-0.630000000000003,-1.33,"no","Online",TRUE,3
"6658",30807,37169,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2012-11-04,1041,"Barack Obama","DEM",47,"Mitt Romney","REP",47,NA,0,2012-11-06,51.01,47.15,3.86,3.86,-3.86,0.5,"","","Zogby Interactive-JZ Analytics",2,-4.01,-0.149999999999999,"no","Online",TRUE,6
"6666",30806,37168,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","ZIn-JZA",395,2012-11-04,876,"Barack Obama","DEM",48,"Mitt Romney","REP",48,NA,0,2012-11-06,49.9,49.03,0.88,0.88,-0.88,0.5,"","","Zogby Interactive-JZ Analytics",2,-1.9,-1.03,"no","Online",TRUE,4
"6683",30805,37167,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","ZIn-JZA",395,2012-11-04,832,"Barack Obama","DEM",51,"Mitt Romney","REP",44,NA,7,2012-11-06,50.58,47.6,2.97,4.03,4.03,1,"","","Zogby Interactive-JZ Analytics",2,0.420000000000002,-3.6,"no","Online",TRUE,5
"4705",15500,20340,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","Rsr2000",281,2008-11-02,1100,"Barack Obama","DEM",51,"John McCain","REP",46,NA,5,2008-11-04,52.86,45.6,7.26,2.26,-2.26,1,"","","Research 2000",2,-1.86,0.399999999999999,"no","Live*",TRUE,3
"4704",15318,20158,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","NBCNWSJ",221,2008-11-02,1159,"Barack Obama","DEM",51,"John McCain","REP",43,NA,8,2008-11-04,52.86,45.6,7.26,0.74,0.74,1,"","","NBC News-The Wall Street Journal",2,-1.86,-2.6,"yes","Live",TRUE,6
"1106",63655,117153,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2000-11-05,3750,"Al Gore","DEM",40,"George W. Bush","REP",49,NA,-9,2000-11-07,48.38,47.87,0.52,9.52,-9.52,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-8.38,1.13,"no","IVR/Online",TRUE,11
"1113",63653,117149,837,"2000","2000_Pres-G_NJ","NJ","Pres-G","Pres-G","RRp-POR",277,2000-11-05,637,"Al Gore","DEM",46,"George W. Bush","REP",40,NA,6,2000-11-07,56.13,40.29,15.83,9.83,-9.83,1,"","","Rasmussen Reports-Pulse Opinion Research",2,-10.13,-0.289999999999999,"no","IVR/Online",TRUE,14
"1116",63654,117152,844,"2000","2000_Pres-G_PA","PA","Pres-G","Pres-G","RRp-POR",277,2000-11-05,1091,"Al Gore","DEM",43,"George W. Bush","REP",47,NA,-4,2000-11-07,50.6,46.43,4.17,8.17,-8.17,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-7.6,0.57,"no","IVR/Online",TRUE,10
"1118",63656,117154,853,"2000","2000_Pres-G_WA","WA","Pres-G","Pres-G","RRp-POR",277,2000-11-05,909,"Al Gore","DEM",43,"George W. Bush","REP",44,NA,-1,2000-11-07,50.13,44.56,5.58,6.58,-6.58,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-7.13,-0.560000000000002,"no","IVR/Online",TRUE,13
"1121",63657,117155,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","RRp-POR",277,2000-11-05,1000,"Al Gore","DEM",43,"George W. Bush","REP",47,NA,-4,2000-11-07,47.83,47.61,0.22,4.22,-4.22,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-4.83,-0.609999999999999,"no","IVR/Online",TRUE,10
"4709",16408,21305,709,"2008","2008_Pres-G_CO","CO","Pres-G","Pres-G","RRp-POR",277,2008-11-02,1000,"Barack Obama","DEM",51,"John McCain","REP",47,NA,4,2008-11-04,53.66,44.71,8.95,4.95,-4.95,1,"","","Rasmussen Reports-Pulse Opinion Research",2,-2.66,2.29,"no","IVR/Online",TRUE,2
"4711",16410,21307,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","RRp-POR",277,2008-11-02,1000,"Barack Obama","DEM",49,"John McCain","REP",50,NA,-1,2008-11-04,50.91,48.1,2.81,3.81,-3.81,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-1.91,1.9,"no","IVR/Online",TRUE,1
"4716",16409,21306,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","RRp-POR",277,2008-11-02,1000,"Barack Obama","DEM",49,"John McCain","REP",49,NA,0,2008-11-04,49.23,49.36,-0.13,0.13,0.13,0.5,"","","Rasmussen Reports-Pulse Opinion Research",2,-0.229999999999997,-0.359999999999999,"no","IVR/Online",TRUE,2
"4719",16412,21309,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","RRp-POR",277,2008-11-02,1000,"Barack Obama","DEM",49,"John McCain","REP",50,NA,-1,2008-11-04,49.7,49.38,0.33,1.33,-1.33,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-0.700000000000003,0.619999999999997,"no","IVR/Online",TRUE,1
"4721",16428,21325,735,"2008","2008_Pres-G_NJ","NJ","Pres-G","Pres-G","RRp-POR",277,2008-11-02,500,"Barack Obama","DEM",57,"John McCain","REP",42,NA,15,2008-11-04,57.14,41.61,15.53,0.53,-0.53,1,"","","Rasmussen Reports-Pulse Opinion Research",2,-0.140000000000001,0.390000000000001,"no","IVR/Online",TRUE,1
"4724",16407,21304,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","RRp-POR",277,2008-11-02,1000,"Barack Obama","DEM",49,"John McCain","REP",49,NA,0,2008-11-04,51.38,46.8,4.58,4.58,-4.58,0.5,"","","Rasmussen Reports-Pulse Opinion Research",2,-2.38,2.2,"no","IVR/Online",TRUE,2
"4729",16411,21308,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","RRp-POR",277,2008-11-02,1000,"Barack Obama","DEM",51,"John McCain","REP",47,NA,4,2008-11-04,52.63,46.33,6.3,2.3,-2.3,1,"","","Rasmussen Reports-Pulse Opinion Research",2,-1.63,0.670000000000002,"no","IVR/Online",TRUE,2
"6657",30800,37161,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2012-11-04,3000,"Barack Obama","DEM",48,"Mitt Romney","REP",49,NA,-1,2012-11-06,51.01,47.15,3.86,4.86,-4.86,0,"","","Rasmussen Reports-Pulse Opinion Research",2,-3.01,1.85,"no","IVR/Online",TRUE,3
"6675",30752,37090,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","RRp-POR",277,2012-11-04,750,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.98,46.4,5.58,3.58,-3.58,1,"","","Rasmussen Reports-Pulse Opinion Research",2,-1.98,1.6,"no","IVR/Online",TRUE,2
"6681",30766,37153,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","RRp-POR",277,2012-11-04,750,"Barack Obama","DEM",49,"Mitt Romney","REP",49,NA,0,2012-11-06,50.58,47.6,2.97,2.97,-2.97,0.5,"","","Rasmussen Reports-Pulse Opinion Research",2,-1.58,1.4,"no","IVR/Online",TRUE,2
"2418",15032,19872,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","FN-ODC.",104,2004-10-31,1200,"John Kerry","DEM",48,"George W. Bush","REP",46,NA,2,2004-11-02,48.26,50.73,-2.46,4.46,4.46,0,"","","Fox News-Opinion Dynamics Corp.",2,-0.259999999999998,-4.73,"yes","Live*",TRUE,6
"2426",4295,116967,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","FN-ODC.",104,2004-10-31,700,"John Kerry","DEM",49,"George W. Bush","REP",44,NA,5,2004-11-02,47.09,52.1,-5.01,10.01,10.01,0,"average of multiple versions or turnout models listed in poll","","Fox News-Opinion Dynamics Corp.",2,1.91,-8.1,"yes","Live*",TRUE,7
"2429",4294,116968,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","FN-ODC.",104,2004-10-31,700,"John Kerry","DEM",44,"George W. Bush","REP",48,NA,-4,2004-11-02,49.23,49.9,-0.67,3.33,-3.33,1,"average of multiple versions or turnout models listed in poll","","Fox News-Opinion Dynamics Corp.",2,-5.23,-1.9,"yes","Live*",TRUE,8
"2437",4297,5609,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","FN-ODC.",104,2004-10-31,700,"John Kerry","DEM",47,"George W. Bush","REP",50,NA,-3,2004-11-02,48.71,50.81,-2.11,0.89,-0.89,1,"","","Fox News-Opinion Dynamics Corp.",2,-1.71,-0.810000000000002,"yes","Live*",TRUE,3
"2442",4296,116969,803,"2004","2004_Pres-G_WI","WI","Pres-G","Pres-G","FN-ODC.",104,2004-10-31,700,"John Kerry","DEM",45,"George W. Bush","REP",48,NA,-3,2004-11-02,49.7,49.32,0.38,3.38,-3.38,0,"average of multiple versions or turnout models listed in poll","","Fox News-Opinion Dynamics Corp.",2,-4.7,-1.32,"yes","Live*",TRUE,7
"4701",15057,19897,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","FN-ODC.",104,2008-11-02,917,"Barack Obama","DEM",50,"John McCain","REP",43,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"","","Fox News-Opinion Dynamics Corp.",2,-2.86,-2.6,"yes","Live*",TRUE,7
"1104",63535,121987,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","CBSNNYT",36,2000-11-05,1091,"Al Gore","DEM",45,"George W. Bush","REP",44,NA,1,2000-11-07,48.38,47.87,0.52,0.48,0.48,1,"average of multiple versions or turnout models listed in poll","","CBS News-The New York Times",2,-3.38,-3.87,"yes","Live",TRUE,11
"2417",63536,116962,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","CBSNNYT",36,2004-10-31,1125,"John Kerry","DEM",47,"George W. Bush","REP",49,NA,-2,2004-11-02,48.26,50.73,-2.46,0.46,0.46,1,"","","CBS News-The New York Times",2,-1.26,-1.73,"yes","Live",TRUE,4
"4700",14954,19794,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","CBSNNYT",36,2008-11-02,600,"Barack Obama","DEM",51,"John McCain","REP",42,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"sample size unavailable; estimated at 600 as a default","","CBS News-The New York Times",2,-1.86,-3.6,"yes","Live",TRUE,7
"2419",63593,117035,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","HrrsI&A",133,2004-10-31,1509,"John Kerry","DEM",48,"George W. Bush","REP",49,NA,-1,2004-11-02,48.26,50.73,-2.46,1.46,1.46,1,"","","Harris Insights & Analytics",2,-0.259999999999998,-1.73,"yes","Online",TRUE,3
"2420",63584,117025,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","HrrsI&A",133,2004-10-31,5508,"John Kerry","DEM",50,"George W. Bush","REP",47,NA,3,2004-11-02,48.26,50.73,-2.46,5.46,5.46,0,"","","Harris Insights & Analytics",2,1.74,-3.73,"yes","Online",TRUE,3
"2427",63580,117021,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","HrrsI&A",133,2004-10-31,1433,"John Kerry","DEM",51,"George W. Bush","REP",47,NA,4,2004-11-02,47.09,52.1,-5.01,9.01,9.01,0,"","","Harris Insights & Analytics",2,3.91,-5.1,"yes","Online",TRUE,2
"2438",63581,117022,790,"2004","2004_Pres-G_OH","OH","Pres-G","Pres-G","HrrsI&A",133,2004-10-31,1218,"John Kerry","DEM",51,"George W. Bush","REP",47,NA,4,2004-11-02,48.71,50.81,-2.11,6.11,6.11,0,"","","Harris Insights & Analytics",2,2.29,-3.81,"yes","Online",TRUE,2
"2440",63582,117023,793,"2004","2004_Pres-G_PA","PA","Pres-G","Pres-G","HrrsI&A",133,2004-10-31,1204,"John Kerry","DEM",50,"George W. Bush","REP",48,NA,2,2004-11-02,50.92,48.42,2.5,0.5,-0.5,1,"","","Harris Insights & Analytics",2,-0.920000000000002,-0.420000000000002,"yes","Online",TRUE,2
"1105",63588,117030,40,"2000","2000_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2000-11-05,1292,"Al Gore","DEM",46,"George W. Bush","REP",47.9,NA,-1.9,2000-11-07,48.38,47.87,0.52,2.42,-2.42,0,"","","IBD-TIPP",2,-2.38,0.0300000000000011,"yes","Online/Live",TRUE,6.1
"2421",15573,20413,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2004-10-31,1284,"John Kerry","DEM",45.3,"George W. Bush","REP",48.6,NA,-3.3,2004-11-02,48.26,50.73,-2.46,0.84,-0.84,1,"","","IBD-TIPP",2,-2.96,-2.13,"yes","Online/Live",TRUE,6.1
"4702",15621,20461,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2008-11-02,981,"Barack Obama","DEM",52,"John McCain","REP",44,NA,8,2008-11-04,52.86,45.6,7.26,0.74,0.74,1,"","","IBD-TIPP",2,-0.859999999999999,-1.6,"yes","Online/Live",TRUE,4
"6656",30799,37160,37,"2012","2012_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2012-11-04,712,"Barack Obama","DEM",50.3,"Mitt Romney","REP",48.7,NA,1.6,2012-11-06,51.01,47.15,3.86,2.26,-2.26,1,"","","IBD-TIPP",2,-0.710000000000001,1.55,"yes","Online/Live",TRUE,1
"8693",48916,76611,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2016-11-06,1107,"Hillary Rodham Clinton","DEM",42.25,"Donald Trump","REP",42.5,NA,-0.25,2016-11-08,48.02,45.93,2.09,2.34,-2.34,0,"average of multiple versions or turnout models listed in poll","","IBD-TIPP",2,-5.77,-3.43,"yes","Online/Live",TRUE,15.25
"2423",4298,5610,760,"2004","2004_Pres-G_CO","CO","Pres-G","Pres-G","SrvyUSA",325,2004-10-31,705,"John Kerry","DEM",47,"George W. Bush","REP",50,NA,-3,2004-11-02,47.02,51.69,-4.67,1.67,1.67,1,"","","SurveyUSA",2,-0.0200000000000031,-1.69,"yes","IVR/Online/Live",TRUE,3
"2430",4324,5645,767,"2004","2004_Pres-G_IA","IA","Pres-G","Pres-G","SrvyUSA",325,2004-10-31,519,"John Kerry","DEM",50,"George W. Bush","REP",47,NA,3,2004-11-02,49.23,49.9,-0.67,3.67,3.67,0,"","","SurveyUSA",2,0.770000000000003,-2.9,"yes","IVR/Online/Live",TRUE,3
"2435",4301,5614,788,"2004","2004_Pres-G_NV","NV","Pres-G","Pres-G","SrvyUSA",325,2004-10-31,636,"John Kerry","DEM",45,"George W. Bush","REP",53,NA,-8,2004-11-02,47.88,50.47,-2.59,5.41,-5.41,1,"","","SurveyUSA",2,-2.88,2.53,"yes","IVR/Online/Live",TRUE,2
"4712",16405,21302,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","SrvyUSA",325,2008-11-02,691,"Barack Obama","DEM",50,"John McCain","REP",47,NA,3,2008-11-04,50.91,48.1,2.81,0.19,0.19,1,"","","SurveyUSA",2,-0.909999999999997,-1.1,"yes","IVR/Online/Live",TRUE,3
"4726",16404,21301,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","SrvyUSA",325,2008-11-02,657,"Barack Obama","DEM",52,"John McCain","REP",43,NA,9,2008-11-04,54.47,44.15,10.31,1.31,-1.31,1,"","","SurveyUSA",2,-2.47,-1.15,"yes","IVR/Online/Live",TRUE,5
"2425",4299,5615,764,"2004","2004_Pres-G_FL","FL","Pres-G","Pres-G","AmrcnRG",9,2004-10-31,600,"John Kerry","DEM",50,"George W. Bush","REP",48,NA,2,2004-11-02,47.09,52.1,-5.01,7.01,7.01,0,"average of multiple versions or turnout models listed in poll","","American Research Group",2,2.91,-4.1,"yes","Live",TRUE,2
"2434",4300,5613,785,"2004","2004_Pres-G_NH","NH","Pres-G","Pres-G","AmrcnRG",9,2004-10-31,600,"John Kerry","DEM",48.5,"George W. Bush","REP",49,NA,-0.5,2004-11-02,50.24,48.87,1.37,1.87,-1.87,0,"average of multiple versions or turnout models listed in poll","","American Research Group",2,-1.74,0.130000000000003,"yes","Live",TRUE,2.5
"4699",14884,19724,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","AmrcnRG",9,2008-11-02,1200,"Barack Obama","DEM",53,"John McCain","REP",45,NA,8,2008-11-04,52.86,45.6,7.26,0.74,0.74,1,"","","American Research Group",2,0.140000000000001,-0.600000000000001,"yes","Live",TRUE,2
"4707",63531,116955,704,"2008","2008_Pres-G_AK","AK","Pres-G","Pres-G","AmrcnRG",9,2008-11-02,600,"Barack Obama","DEM",43,"John McCain","REP",55,NA,-12,2008-11-04,37.89,59.42,-21.54,9.54,9.54,1,"","","American Research Group",2,5.11,-4.42,"yes","Live",TRUE,2
"4718",16393,21290,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","AmrcnRG",9,2008-11-02,600,"Barack Obama","DEM",49,"John McCain","REP",48,NA,1,2008-11-04,49.7,49.38,0.33,0.67,0.67,1,"","","American Research Group",2,-0.700000000000003,-1.38,"yes","Live",TRUE,3
"4722",63532,116956,737,"2008","2008_Pres-G_NV","NV","Pres-G","Pres-G","AmrcnRG",9,2008-11-02,600,"Barack Obama","DEM",52,"John McCain","REP",47,NA,5,2008-11-04,55.15,42.65,12.49,7.49,-7.49,1,"","","American Research Group",2,-3.15,4.35,"yes","Live",TRUE,1
"4728",16394,21291,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","AmrcnRG",9,2008-11-02,600,"Barack Obama","DEM",51,"John McCain","REP",47,NA,4,2008-11-04,52.63,46.33,6.3,2.3,-2.3,1,"","","American Research Group",2,-1.63,0.670000000000002,"yes","Live",TRUE,2
"4731",16392,21289,753,"2008","2008_Pres-G_WV","WV","Pres-G","Pres-G","AmrcnRG",9,2008-11-02,600,"Barack Obama","DEM",42,"John McCain","REP",53,NA,-11,2008-11-04,42.49,55.58,-13.09,2.09,2.09,1,"","","American Research Group",2,-0.490000000000002,-2.58,"yes","Live",TRUE,5
"1120",6127,7580,854,"2000","2000_Pres-G_WI","WI","Pres-G","Pres-G","MrSCrp.",187,2000-11-05,400,"Al Gore","DEM",39,"George W. Bush","REP",44,NA,-5,2000-11-07,47.83,47.61,0.22,5.22,-5.22,0,"","","Market Shares Corp.",2,-8.83,-3.61,"yes","Live",TRUE,17
"6669",30795,37150,675,"2012","2012_Pres-G_MI","MI","Pres-G","Pres-G","MtchR&C",213,2012-11-04,1305,"Barack Obama","DEM",51,"Mitt Romney","REP",46,NA,5,2012-11-06,54.04,44.58,9.47,4.47,-4.47,1,"","","Mitchell Research & Communications",2,-3.04,1.42,"no","IVR/Live",TRUE,3
"8701",48859,76463,624,"2016","2016_Pres-G_MI","MI","Pres-G","Pres-G","MtchR&C",213,2016-11-06,1011,"Hillary Rodham Clinton","DEM",49,"Donald Trump","REP",43,NA,6,2016-11-08,47.03,47.25,-0.22,6.22,6.22,0,"average of multiple versions or turnout models listed in poll","","Mitchell Research & Communications",2,1.97,-4.25,"no","IVR/Live",TRUE,8
"2422",15267,20107,39,"2004","2004_Pres-G_US","US","Pres-G","Pres-G","MrstCll",183,2004-10-31,1000,"John Kerry","DEM",49,"George W. Bush","REP",48,NA,1,2004-11-02,48.26,50.73,-2.46,3.46,3.46,0,"","","Marist College",2,0.740000000000002,-2.73,"yes","Live",TRUE,3
"4703",15282,20122,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","MrstCll",183,2008-11-02,635,"Barack Obama","DEM",53,"John McCain","REP",44,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"","","Marist College",2,0.140000000000001,-1.6,"yes","Live",TRUE,3
"6659",30787,37141,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","Ipsos",154,2012-11-04,774,"Barack Obama","DEM",48,"Mitt Romney","REP",47,NA,1,2012-11-06,51.45,46.09,5.36,4.36,-4.36,1,"","","Ipsos",2,-3.45,0.909999999999997,"yes","Online",TRUE,5
"6662",30785,37135,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","Ipsos",154,2012-11-04,769,"Barack Obama","DEM",47,"Mitt Romney","REP",48,NA,-1,2012-11-06,49.9,49.03,0.88,1.88,-1.88,0,"","","Ipsos",2,-2.9,-1.03,"yes","Online",TRUE,5
"6679",30783,37131,688,"2012","2012_Pres-G_OH","OH","Pres-G","Pres-G","Ipsos",154,2012-11-04,680,"Barack Obama","DEM",50,"Mitt Romney","REP",46,NA,4,2012-11-06,50.58,47.6,2.97,1.03,1.03,1,"","","Ipsos",2,-0.579999999999998,-1.6,"yes","Online",TRUE,4
"6685",30781,37127,698,"2012","2012_Pres-G_VA","VA","Pres-G","Pres-G","Ipsos",154,2012-11-04,828,"Barack Obama","DEM",48,"Mitt Romney","REP",46,NA,2,2012-11-06,51.16,47.28,3.87,1.87,-1.87,1,"","","Ipsos",2,-3.16,-1.28,"yes","Online",TRUE,6
"8696",48687,76262,94,"2016","2016_Pres-G_US","US","Pres-G","Pres-G","YouGov",391,2016-11-06,3677,"Hillary Rodham Clinton","DEM",47,"Donald Trump","REP",43,NA,4,2016-11-08,48.02,45.93,2.09,1.91,1.91,1,"average of multiple versions or turnout models listed in poll","","YouGov",2,-1.02,-2.93,"no","Online",TRUE,10
"4714",16414,21311,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","OSvv-IA",243,2008-11-02,512,"Barack Obama","DEM",47,"John McCain","REP",48,NA,-1,2008-11-04,46.9,52.1,-5.2,4.2,4.2,1,"","","Opinion Savvy-InsiderAdvantage",2,0.100000000000001,-4.1,"yes","IVR/Online",TRUE,5
"6663",30744,37054,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","OSvv-IA",243,2012-11-04,437,"Barack Obama","DEM",47,"Mitt Romney","REP",52,NA,-5,2012-11-06,49.9,49.03,0.88,5.88,-5.88,0,"","","Opinion Savvy-InsiderAdvantage",2,-2.9,2.97,"yes","IVR/Online",TRUE,1
"8697",48625,76180,611,"2016","2016_Pres-G_FL","FL","Pres-G","Pres-G","OSvv-IA",243,2016-11-06,843,"Hillary Rodham Clinton","DEM",48.4,"Donald Trump","REP",46.4,NA,2,2016-11-08,47.41,48.6,-1.19,3.19,3.19,0,"","","Opinion Savvy-InsiderAdvantage",2,0.990000000000002,-2.2,"yes","IVR/Online",TRUE,5.2
"6660",30756,37096,658,"2012","2012_Pres-G_CO","CO","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1096,"Barack Obama","DEM",52,"Mitt Romney","REP",46,NA,6,2012-11-06,51.45,46.09,5.36,0.64,0.64,1,"","","Public Policy Polling",2,0.549999999999997,-0.0900000000000034,"no","IVR/Text",TRUE,2
"6664",30748,37061,662,"2012","2012_Pres-G_FL","FL","Pres-G","Pres-G","PblcPlP",263,2012-11-04,955,"Barack Obama","DEM",50,"Mitt Romney","REP",49,NA,1,2012-11-06,49.9,49.03,0.88,0.12,0.12,1,"","","Public Policy Polling",2,0.100000000000001,-0.0300000000000011,"no","IVR/Text",TRUE,1
"6667",30728,37030,665,"2012","2012_Pres-G_IA","IA","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1122,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.99,46.18,5.81,3.81,-3.81,1,"","","Public Policy Polling",2,-1.99,1.82,"no","IVR/Text",TRUE,2
"6672",30745,37086,680,"2012","2012_Pres-G_NC","NC","Pres-G","Pres-G","PblcPlP",263,2012-11-04,926,"Barack Obama","DEM",49.2,"Mitt Romney","REP",49.4,NA,-0.2,2012-11-06,48.35,50.39,-2.04,1.84,1.84,1,"for Vote Vets Action Fund","D","Public Policy Polling",2,0.850000000000001,-0.990000000000002,"no","IVR/Text",TRUE,1.4
"6674",30729,37031,683,"2012","2012_Pres-G_NH","NH","Pres-G","Pres-G","PblcPlP",263,2012-11-04,1550,"Barack Obama","DEM",50,"Mitt Romney","REP",48,NA,2,2012-11-06,51.98,46.4,5.58,3.58,-3.58,1,"","","Public Policy Polling",2,-1.98,1.6,"no","IVR/Text",TRUE,2
