"","poll_id","question_id","race_id","year","race","location","type_simple","type_detail","pollster","pollster_rating_id","polldate","samplesize","cand1_name","cand1_party","cand1_pct","cand2_name","cand2_party","cand2_pct","cand3_pct","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","bias","rightcall","comment","partisan","pollsterFull","daysuntil","demBias","repBias"
"3980",16746,21674,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","CNN-ORC",37,2008-10-20,737,"Barack Obama","DEM",49.5,"John McCain","REP",45,NA,4.5,2008-11-04,51.38,46.8,4.58,0.08,-0.08,1,"average of multiple versions or turnout models listed in poll","","CNN-Opinion Research Corp.",15,-1.88,-1.8
"3981",16742,21652,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","UoC(OP)",346,2008-10-20,886,"Barack Obama","DEM",49,"John McCain","REP",46,NA,3,2008-11-04,51.38,46.8,4.58,1.58,-1.58,1,"","","University of Cincinnati (Ohio Poll)",15,-2.38,-0.799999999999997
"3982",16778,21692,740,"2008","2008_Pres-G_OK","OK","Pres-G","Pres-G","SnrPll.",308,2008-10-20,763,"Barack Obama","DEM",32,"John McCain","REP",64,NA,-32,2008-11-04,34.35,65.65,-31.29,0.71,-0.71,1,"","","SoonerPoll.com",15,-2.35,-1.65000000000001
"3983",16773,21687,744,"2008","2008_Pres-G_SC","SC","Pres-G","Pres-G","RRp-POR",277,2008-10-20,500,"Barack Obama","DEM",43,"John McCain","REP",54,NA,-11,2008-11-04,44.9,53.87,-8.98,2.02,-2.02,1,"","","Rasmussen Reports-Pulse Opinion Research",15,-1.9,0.130000000000003
"3984",16750,21675,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","CNN-ORC",37,2008-10-20,647,"Barack Obama","DEM",52.5,"John McCain","REP",44,NA,8.5,2008-11-04,52.63,46.33,6.3,2.2,2.2,1,"average of multiple versions or turnout models listed in poll","","CNN-Opinion Research Corp.",15,-0.130000000000003,-2.33
"3985",16747,21676,753,"2008","2008_Pres-G_WV","WV","Pres-G","Pres-G","CNN-ORC",37,2008-10-20,674,"Barack Obama","DEM",42.5,"John McCain","REP",53,NA,-10.5,2008-11-04,42.49,55.58,-13.09,2.59,2.59,1,"average of multiple versions or turnout models listed in poll","","CNN-Opinion Research Corp.",15,0.00999999999999801,-2.58
"3986",16772,21686,753,"2008","2008_Pres-G_WV","WV","Pres-G","Pres-G","RRp-POR",277,2008-10-20,500,"Barack Obama","DEM",43,"John McCain","REP",52,NA,-9,2008-11-04,42.49,55.58,-13.09,4.09,4.09,1,"","","Rasmussen Reports-Pulse Opinion Research",15,0.509999999999998,-3.58
"3998",63533,116957,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","Big Ten",31,2008-10-21,1014,"Barack Obama","DEM",51.5,"John McCain","REP",42.5,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"","","Big Ten",14,-1.36,-3.1
"3999",15535,20375,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","CBSNNYT",36,2008-10-21,699,"Barack Obama","DEM",52,"John McCain","REP",39,NA,13,2008-11-04,52.86,45.6,7.26,5.74,5.74,1,"","","CBS News-The New York Times",14,-0.859999999999999,-6.6
"4000",15059,19899,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","FN-ODC.",104,2008-10-21,936,"Barack Obama","DEM",49,"John McCain","REP",40,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"","","Fox News-Opinion Dynamics Corp.",14,-3.86,-5.6
"4001",15424,20264,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2008-10-21,3000,"Barack Obama","DEM",52,"John McCain","REP",45,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"","","Rasmussen Reports-Pulse Opinion Research",14,-0.859999999999999,-0.600000000000001
"4002",15504,20344,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","Rsr2000",281,2008-10-21,1100,"Barack Obama","DEM",51,"John McCain","REP",41,NA,10,2008-11-04,52.86,45.6,7.26,2.74,2.74,1,"","","Research 2000",14,-1.86,-4.6
"4003",15635,20475,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","UoWsc-M",366,2008-10-21,1014,"Barack Obama","DEM",52,"John McCain","REP",43,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"","","University of Wisconsin-Milwaukee",14,-0.859999999999999,-2.6
"4004",15699,20539,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","YouGov",391,2008-10-21,1000,"Barack Obama","DEM",49,"John McCain","REP",41,NA,8,2008-11-04,52.86,45.6,7.26,0.74,0.74,1,"among all adults","","YouGov",14,-3.86,-4.6
"4005",16753,21663,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","Ms-DP&S",197,2008-10-21,625,"Barack Obama","DEM",45,"John McCain","REP",46,NA,-1,2008-11-04,50.91,48.1,2.81,3.81,-3.81,0,"","","Mason-Dixon Polling & Strategy",14,-5.91,-2.1
"4006",16729,21639,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","SEAP&SD",302,2008-10-21,800,"Barack Obama","DEM",49,"John McCain","REP",42,NA,7,2008-11-04,50.91,48.1,2.81,4.19,4.19,1,"","","SEA Polling & Strategic Design",14,-1.91,-6.1
"4007",16733,21643,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","StrVLLC",320,2008-10-21,1200,"Barack Obama","DEM",46,"John McCain","REP",48,NA,-2,2008-11-04,50.91,48.1,2.81,4.81,-4.81,0,"","","Strategic Vision LLC",14,-4.91,-0.100000000000001
"4008",16734,21644,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","StrVLLC",320,2008-10-21,800,"Barack Obama","DEM",45,"John McCain","REP",51,NA,-6,2008-11-04,46.9,52.1,-5.2,0.8,-0.8,1,"","","Strategic Vision LLC",14,-1.9,-1.1
"4009",16709,21619,716,"2008","2008_Pres-G_IA","IA","Pres-G","Pres-G","Big Ten",31,2008-10-21,586,"Barack Obama","DEM",52,"John McCain","REP",39,NA,13,2008-11-04,53.93,44.39,9.53,3.47,3.47,1,"","","Big Ten",14,-1.93,-5.39
"4010",16727,21637,716,"2008","2008_Pres-G_IA","IA","Pres-G","Pres-G","Rsr2000",281,2008-10-21,600,"Barack Obama","DEM",54,"John McCain","REP",39,NA,15,2008-11-04,53.93,44.39,9.53,5.47,5.47,1,"","","Research 2000",14,0.0700000000000003,-5.39
"4011",16719,21629,717,"2008","2008_Pres-G_ID","ID","Pres-G","Pres-G","HSRInc.",134,2008-10-21,503,"Barack Obama","DEM",32,"John McCain","REP",55,NA,-23,2008-11-04,35.91,61.21,-25.3,2.3,2.3,1,"for Walt Minnick","D","Harstad Strategic Research Inc.",14,-3.91,-6.21
"4012",16712,21622,718,"2008","2008_Pres-G_IL","IL","Pres-G","Pres-G","Big Ten",31,2008-10-21,586,"Barack Obama","DEM",61,"John McCain","REP",32,NA,29,2008-11-04,61.83,36.73,25.1,3.9,3.9,1,"","","Big Ten",14,-0.829999999999998,-4.73
"4013",16711,21621,719,"2008","2008_Pres-G_IN","IN","Pres-G","Pres-G","Big Ten",31,2008-10-21,586,"Barack Obama","DEM",51,"John McCain","REP",42,NA,9,2008-11-04,49.84,48.81,1.03,7.97,7.97,1,"","","Big Ten",14,1.16,-6.81
"4014",16755,21665,721,"2008","2008_Pres-G_KY","KY","Pres-G","Pres-G","RRp-POR",277,2008-10-21,500,"Barack Obama","DEM",44,"John McCain","REP",52,NA,-8,2008-11-04,41.15,57.37,-16.22,8.22,8.22,1,"","","Rasmussen Reports-Pulse Opinion Research",14,2.85,-5.37
"4015",16756,21666,722,"2008","2008_Pres-G_LA","LA","Pres-G","Pres-G","RRp-POR",277,2008-10-21,500,"Barack Obama","DEM",41,"John McCain","REP",57,NA,-16,2008-11-04,39.93,58.56,-18.63,2.63,2.63,1,"","","Rasmussen Reports-Pulse Opinion Research",14,1.07,-1.56
"4016",16735,21645,723,"2008","2008_Pres-G_MA","MA","Pres-G","Pres-G","SfflkUn",323,2008-10-21,400,"Barack Obama","DEM",53,"John McCain","REP",34,NA,19,2008-11-04,61.8,35.99,25.81,6.81,-6.81,1,"among registered voters","","Suffolk University",14,-8.8,-1.99
"4017",16714,21624,726,"2008","2008_Pres-G_MI","MI","Pres-G","Pres-G","Big Ten",31,2008-10-21,562,"Barack Obama","DEM",58,"John McCain","REP",36,NA,22,2008-11-04,57.33,40.89,16.44,5.56,5.56,1,"","","Big Ten",14,0.670000000000002,-4.89
"4018",16718,21628,726,"2008","2008_Pres-G_MI","MI","Pres-G","Pres-G","EPIC-MR",84,2008-10-21,400,"Barack Obama","DEM",51,"John McCain","REP",37,NA,14,2008-11-04,57.33,40.89,16.44,2.44,-2.44,1,"","","EPIC-MRA",14,-6.33,-3.89
"4019",16716,21626,727,"2008","2008_Pres-G_MN","MN","Pres-G","Pres-G","Big Ten",31,2008-10-21,583,"Barack Obama","DEM",57,"John McCain","REP",38,NA,19,2008-11-04,54.06,43.82,10.24,8.76,8.76,1,"","","Big Ten",14,2.94,-5.82
"4020",16761,21671,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","MrshM&C",196,2008-10-21,500,"Barack Obama","DEM",48,"John McCain","REP",46,NA,2,2008-11-04,49.7,49.38,0.33,1.67,1.67,1,"","","Marshall Marketing & Communications",14,-1.7,-3.38
"4021",16723,21633,734,"2008","2008_Pres-G_NH","NH","Pres-G","Pres-G","PblcOpS",260,2008-10-21,525,"Barack Obama","DEM",48,"John McCain","REP",44,NA,4,2008-11-04,54.13,44.52,9.61,5.61,-5.61,1,"for NRSC","R","Public Opinion Strategies",14,-6.13,-0.520000000000003
"4022",16752,21662,735,"2008","2008_Pres-G_NJ","NJ","Pres-G","Pres-G","MrstCll",183,2008-10-21,628,"Barack Obama","DEM",56,"John McCain","REP",39,NA,17,2008-11-04,57.14,41.61,15.53,1.47,1.47,1,"","","Marist College",14,-1.14,-2.61
"4023",16713,21623,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","Big Ten",31,2008-10-21,564,"Barack Obama","DEM",53,"John McCain","REP",41,NA,12,2008-11-04,51.38,46.8,4.58,7.42,7.42,1,"","","Big Ten",14,1.62,-5.8
"4024",16731,21641,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","StrVLLC",320,2008-10-21,1200,"Barack Obama","DEM",45,"John McCain","REP",48,NA,-3,2008-11-04,51.38,46.8,4.58,7.58,-7.58,0,"","","Strategic Vision LLC",14,-6.38,1.2
"4025",16715,21625,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","Big Ten",31,2008-10-21,566,"Barack Obama","DEM",52,"John McCain","REP",42,NA,10,2008-11-04,54.47,44.15,10.31,0.31,-0.31,1,"","","Big Ten",14,-2.47,-2.15
"4026",16697,21607,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","MhlnbrC",219,2008-10-21,608,"Barack Obama","DEM",52,"John McCain","REP",40,NA,12,2008-11-04,54.47,44.15,10.31,1.69,1.69,1,"","","Muhlenberg College",14,-2.47,-4.15
"4027",16732,21642,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","StrVLLC",320,2008-10-21,1200,"Barack Obama","DEM",50,"John McCain","REP",43,NA,7,2008-11-04,54.47,44.15,10.31,3.31,-3.31,1,"","","Strategic Vision LLC",14,-4.47,-1.15
"4028",16757,21667,747,"2008","2008_Pres-G_TX","TX","Pres-G","Pres-G","RRp-POR",277,2008-10-21,500,"Barack Obama","DEM",44,"John McCain","REP",54,NA,-10,2008-11-04,43.63,55.38,-11.75,1.75,1.75,1,"","","Rasmussen Reports-Pulse Opinion Research",14,0.369999999999997,-1.38
"4029",16754,21664,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","Ms-DP&S",197,2008-10-21,625,"Barack Obama","DEM",47,"John McCain","REP",45,NA,2,2008-11-04,52.63,46.33,6.3,4.3,-4.3,1,"","","Mason-Dixon Polling & Strategy",14,-5.63,-1.33
"4030",16744,21654,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","VrgnCmU",370,2008-10-21,817,"Barack Obama","DEM",51,"John McCain","REP",40,NA,11,2008-11-04,52.63,46.33,6.3,4.7,4.7,1,"","","Virginia Commonwealth University",14,-1.63,-6.33
"4031",16710,21620,752,"2008","2008_Pres-G_WI","WI","Pres-G","Pres-G","Big Ten",31,2008-10-21,584,"Barack Obama","DEM",53,"John McCain","REP",41,NA,12,2008-11-04,56.22,42.31,13.9,1.9,-1.9,1,"","","Big Ten",14,-3.22,-1.31
"4032",16758,21668,752,"2008","2008_Pres-G_WI","WI","Pres-G","Pres-G","Rsr2000",281,2008-10-21,600,"Barack Obama","DEM",52,"John McCain","REP",41,NA,11,2008-11-04,56.22,42.31,13.9,2.9,-2.9,1,"","","Research 2000",14,-4.22,-1.31
"4033",16762,21672,753,"2008","2008_Pres-G_WV","WV","Pres-G","Pres-G","OrnStrt",246,2008-10-21,600,"Barack Obama","DEM",44,"John McCain","REP",49,NA,-5,2008-11-04,42.49,55.58,-13.09,8.09,8.09,1,"","","Orion Strategies",14,1.51,-6.58
"4079",15148,19988,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","GQRR(GQ",126,2008-10-22,1000,"Barack Obama","DEM",52,"John McCain","REP",43,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"","","GQR Research (GQRR)",13,-0.859999999999999,-2.6
"4080",15242,20082,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","KnwldgN",164,2008-10-22,1537,"Barack Obama","DEM",50,"John McCain","REP",43,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"among registered voters","","Knowledge Networks",13,-2.86,-2.6
"4081",16717,21627,706,"2008","2008_Pres-G_AR","AR","Pres-G","Pres-G","Rsr2000",281,2008-10-22,600,"Barack Obama","DEM",41,"John McCain","REP",52,NA,-11,2008-11-04,38.86,58.72,-19.85,8.85,8.85,1,"","","Research 2000",13,2.14,-6.72
"4082",16707,21617,709,"2008","2008_Pres-G_CO","CO","Pres-G","Pres-G","PblcOpS",260,2008-10-22,500,"Barack Obama","DEM",52,"John McCain","REP",40,NA,12,2008-11-04,53.66,44.71,8.95,3.05,3.05,1,"","","Public Opinion Strategies",13,-1.66,-4.71
"4083",16721,21631,713,"2008","2008_Pres-G_FL","FL","Pres-G","Pres-G","OSvv-IA",243,2008-10-22,562,"Barack Obama","DEM",48,"John McCain","REP",47,NA,1,2008-11-04,50.91,48.1,2.81,1.81,-1.81,1,"","","Opinion Savvy-InsiderAdvantage",13,-2.91,-1.1
"4084",16724,21634,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","RRp-POR",277,2008-10-22,500,"Barack Obama","DEM",46,"John McCain","REP",51,NA,-5,2008-11-04,46.9,52.1,-5.2,0.2,0.2,1,"","","Rasmussen Reports-Pulse Opinion Research",13,-0.899999999999999,-1.1
"4085",16706,21616,718,"2008","2008_Pres-G_IL","IL","Pres-G","Pres-G","Rsr2000",281,2008-10-22,800,"Barack Obama","DEM",59,"John McCain","REP",35,NA,24,2008-11-04,61.83,36.73,25.1,1.1,-1.1,1,"","","Research 2000",13,-2.83,-1.73
"4086",16736,21646,719,"2008","2008_Pres-G_IN","IN","Pres-G","Pres-G","SrvyUSA",325,2008-10-22,631,"Barack Obama","DEM",49,"John McCain","REP",45,NA,4,2008-11-04,49.84,48.81,1.03,2.97,2.97,1,"","","SurveyUSA",13,-0.840000000000003,-3.81
"4087",16737,21647,720,"2008","2008_Pres-G_KS","KS","Pres-G","Pres-G","SrvyUSA",325,2008-10-22,613,"Barack Obama","DEM",41,"John McCain","REP",53,NA,-12,2008-11-04,41.55,56.48,-14.92,2.92,2.92,1,"","","SurveyUSA",13,-0.549999999999997,-3.48
"4088",16708,21618,722,"2008","2008_Pres-G_LA","LA","Pres-G","Pres-G","SthstLU",309,2008-10-22,503,"Barack Obama","DEM",38.3,"John McCain","REP",50.6,NA,-12.3,2008-11-04,39.93,58.56,-18.63,6.33,6.33,1,"among registered voters","","Southeastern Louisiana University",13,-1.63,-7.96
"4089",16725,21635,727,"2008","2008_Pres-G_MN","MN","Pres-G","Pres-G","RRp-POR",277,2008-10-22,500,"Barack Obama","DEM",56,"John McCain","REP",41,NA,15,2008-11-04,54.06,43.82,10.24,4.76,4.76,1,"","","Rasmussen Reports-Pulse Opinion Research",13,1.94,-2.82
"4090",16705,21615,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","Rsr2000",281,2008-10-22,800,"Barack Obama","DEM",48,"John McCain","REP",47,NA,1,2008-11-04,49.23,49.36,-0.13,1.13,1.13,0,"","","Research 2000",13,-1.23,-2.36
"4091",16720,21630,738,"2008","2008_Pres-G_NY","NY","Pres-G","Pres-G","MrstCll",183,2008-10-22,527,"Barack Obama","DEM",65,"John McCain","REP",29,NA,36,2008-11-04,62.88,36.03,26.86,9.14,9.14,1,"","","Marist College",13,2.12,-7.03
"4092",16722,21632,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","OSvv-IA",243,2008-10-22,408,"Barack Obama","DEM",52,"John McCain","REP",42,NA,10,2008-11-04,51.38,46.8,4.58,5.42,5.42,1,"","","Opinion Savvy-InsiderAdvantage",13,0.619999999999997,-4.8
"4093",16738,21648,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","SrvyUSA",325,2008-10-22,620,"Barack Obama","DEM",53,"John McCain","REP",41,NA,12,2008-11-04,54.47,44.15,10.31,1.69,1.69,1,"","","SurveyUSA",13,-1.47,-3.15
"4094",16728,21638,746,"2008","2008_Pres-G_TN","TN","Pres-G","Pres-G","Rsr2000",281,2008-10-22,600,"Barack Obama","DEM",38,"John McCain","REP",54,NA,-16,2008-11-04,41.79,56.85,-15.06,0.94,-0.94,1,"","","Research 2000",13,-3.79,-2.85
"4095",16700,21610,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","PblcPlP",263,2008-10-22,1231,"Barack Obama","DEM",52,"John McCain","REP",43,NA,9,2008-11-04,52.63,46.33,6.3,2.7,2.7,1,"","","Public Policy Polling",13,-0.630000000000003,-3.33
"4096",16726,21636,751,"2008","2008_Pres-G_WA","WA","Pres-G","Pres-G","RRp-POR",277,2008-10-22,500,"Barack Obama","DEM",54,"John McCain","REP",43,NA,11,2008-11-04,57.34,40.26,17.08,6.08,-6.08,1,"","","Rasmussen Reports-Pulse Opinion Research",13,-3.34,2.74
"4097",16678,21588,751,"2008","2008_Pres-G_WA","WA","Pres-G","Pres-G","UnvrsoW",364,2008-10-22,600,"Barack Obama","DEM",55,"John McCain","REP",34,NA,21,2008-11-04,57.34,40.26,17.08,3.92,3.92,1,"among registered voters","","University of Washington",13,-2.34,-6.26
"4119",15187,20027,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","FnnclDy",95,2008-10-23,869,"Barack Obama","DEM",50,"John McCain","REP",43,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"","","Financial Dynamics",12,-2.86,-2.6
"4120",15083,19923,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","Gallup",112,2008-10-23,2358,"Barack Obama","DEM",51,"John McCain","REP",43,NA,8,2008-11-04,52.86,45.6,7.26,0.74,0.74,1,"","","Gallup",12,-1.86,-2.6
"4121",14934,19774,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","GU(Btt)",114,2008-10-23,1000,"Barack Obama","DEM",49,"John McCain","REP",46,NA,3,2008-11-04,52.86,45.6,7.26,4.26,-4.26,1,"","","Georgetown University (Battleground)",12,-3.86,0.399999999999999
"4122",63590,117032,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2008-10-23,886,"Barack Obama","DEM",46.5,"John McCain","REP",43.3,NA,3.2,2008-11-04,52.86,45.6,7.26,4.06,-4.06,1,"","","IBD-TIPP",12,-6.36,-2.3
"4123",15339,20179,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","PrnSRAI",258,2008-10-23,882,"Barack Obama","DEM",53,"John McCain","REP",41,NA,12,2008-11-04,52.86,45.6,7.26,4.74,4.74,1,"","","Princeton Survey Research Associates International",12,0.140000000000001,-4.6
"4124",15783,20623,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","ZIn-JZA",395,2008-10-23,1203,"Barack Obama","DEM",51,"John McCain","REP",42,NA,9,2008-11-04,52.86,45.6,7.26,1.74,1.74,1,"","","Zogby Interactive-JZ Analytics",12,-1.86,-3.6
"4125",16618,21524,707,"2008","2008_Pres-G_AZ","AZ","Pres-G","Pres-G","NrthrAU",234,2008-10-23,600,"Barack Obama","DEM",41,"John McCain","REP",49,NA,-8,2008-11-04,44.91,53.39,-8.48,0.48,0.48,1,"among registered voters","","Northern Arizona University",12,-3.91,-4.39
"4126",16587,21484,708,"2008","2008_Pres-G_CA","CA","Pres-G","Pres-G","FRC.(FP",94,2008-10-23,966,"Barack Obama","DEM",55,"John McCain","REP",33,NA,22,2008-11-04,60.92,36.9,24.02,2.02,-2.02,1,"","","Field Research Corp. (Field Poll)",12,-5.92,-3.9
"4127",16694,21604,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","Ms-DP&S",197,2008-10-23,625,"Barack Obama","DEM",43,"John McCain","REP",49,NA,-6,2008-11-04,46.9,52.1,-5.2,0.8,-0.8,1,"","","Mason-Dixon Polling & Strategy",12,-3.9,-3.1
"4128",16691,21601,714,"2008","2008_Pres-G_GA","GA","Pres-G","Pres-G","OSvv-IA",243,2008-10-23,615,"Barack Obama","DEM",48,"John McCain","REP",47,NA,1,2008-11-04,46.9,52.1,-5.2,6.2,6.2,0,"","","Opinion Savvy-InsiderAdvantage",12,1.1,-5.1
"4129",16692,21602,716,"2008","2008_Pres-G_IA","IA","Pres-G","Pres-G","MrstCll",183,2008-10-23,645,"Barack Obama","DEM",52,"John McCain","REP",42,NA,10,2008-11-04,53.93,44.39,9.53,0.47,0.47,1,"","","Marist College",12,-1.93,-2.39
"4130",16695,21605,716,"2008","2008_Pres-G_IA","IA","Pres-G","Pres-G","Ms-DP&S",197,2008-10-23,625,"Barack Obama","DEM",51,"John McCain","REP",40,NA,11,2008-11-04,53.93,44.39,9.53,1.47,1.47,1,"","","Mason-Dixon Polling & Strategy",12,-2.93,-4.39
"4131",16701,21611,716,"2008","2008_Pres-G_IA","IA","Pres-G","Pres-G","RRp-POR",277,2008-10-23,500,"Barack Obama","DEM",52,"John McCain","REP",44,NA,8,2008-11-04,53.93,44.39,9.53,1.53,-1.53,1,"","","Rasmussen Reports-Pulse Opinion Research",12,-1.93,-0.390000000000001
"4132",16696,21606,728,"2008","2008_Pres-G_MO","MO","Pres-G","Pres-G","Ms-DP&S",197,2008-10-23,625,"Barack Obama","DEM",45,"John McCain","REP",46,NA,-1,2008-11-04,49.23,49.36,-0.13,0.87,-0.87,1,"","","Mason-Dixon Polling & Strategy",12,-4.23,-3.36
"4133",16704,21614,731,"2008","2008_Pres-G_NC","NC","Pres-G","Pres-G","RRp-POR",277,2008-10-23,700,"Barack Obama","DEM",48,"John McCain","REP",50,NA,-2,2008-11-04,49.7,49.38,0.33,2.33,-2.33,0,"","","Rasmussen Reports-Pulse Opinion Research",12,-1.7,0.619999999999997
"4134",16693,21603,734,"2008","2008_Pres-G_NH","NH","Pres-G","Pres-G","MrstCll",183,2008-10-23,655,"Barack Obama","DEM",50,"John McCain","REP",45,NA,5,2008-11-04,54.13,44.52,9.61,4.61,-4.61,1,"","","Marist College",12,-4.13,0.479999999999997
"4135",16702,21612,734,"2008","2008_Pres-G_NH","NH","Pres-G","Pres-G","RRp-POR",277,2008-10-23,700,"Barack Obama","DEM",50,"John McCain","REP",46,NA,4,2008-11-04,54.13,44.52,9.61,5.61,-5.61,1,"","","Rasmussen Reports-Pulse Opinion Research",12,-4.13,1.48
"4136",16699,21609,739,"2008","2008_Pres-G_OH","OH","Pres-G","Pres-G","PblcPlP",263,2008-10-23,993,"Barack Obama","DEM",51,"John McCain","REP",44,NA,7,2008-11-04,51.38,46.8,4.58,2.42,2.42,1,"","","Public Policy Polling",12,-0.380000000000003,-2.8
"4137",16675,21585,742,"2008","2008_Pres-G_PA","PA","Pres-G","Pres-G","TmplUnv",336,2008-10-23,761,"Barack Obama","DEM",52,"John McCain","REP",43,NA,9,2008-11-04,54.47,44.15,10.31,1.31,-1.31,1,"","","Temple University",12,-2.47,-1.15
"4138",16687,21597,745,"2008","2008_Pres-G_SD","SD","Pres-G","Pres-G","Rsr2000",281,2008-10-23,600,"Barack Obama","DEM",41,"John McCain","REP",50,NA,-9,2008-11-04,44.75,53.16,-8.41,0.59,-0.59,1,"","","Research 2000",12,-3.75,-3.16
"4139",16667,21577,749,"2008","2008_Pres-G_VA","VA","Pres-G","Pres-G","RnkCllg",292,2008-10-23,614,"Barack Obama","DEM",48,"John McCain","REP",39,NA,9,2008-11-04,52.63,46.33,6.3,2.7,2.7,1,"","","Roanoke College",12,-4.63,-7.33
"4140",16703,21613,752,"2008","2008_Pres-G_WI","WI","Pres-G","Pres-G","RRp-POR",277,2008-10-23,500,"Barack Obama","DEM",51,"John McCain","REP",44,NA,7,2008-11-04,56.22,42.31,13.9,6.9,-6.9,1,"","","Rasmussen Reports-Pulse Opinion Research",12,-5.22,1.69
"4141",16688,21598,753,"2008","2008_Pres-G_WV","WV","Pres-G","Pres-G","Rsr2000",281,2008-10-23,600,"Barack Obama","DEM",43,"John McCain","REP",49,NA,-6,2008-11-04,42.49,55.58,-13.09,7.09,7.09,1,"","","Research 2000",12,0.509999999999998,-6.58
"4160",14862,19702,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","ABCN-WP",3,2008-10-24,1308,"Barack Obama","DEM",52,"John McCain","REP",45,NA,7,2008-11-04,52.86,45.6,7.26,0.26,-0.26,1,"","","ABC News-The Washington Post",11,-0.859999999999999,-0.600000000000001
"4161",15176,20016,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","HrrsI&A",133,2008-10-24,1695,"Barack Obama","DEM",50,"John McCain","REP",44,NA,6,2008-11-04,52.86,45.6,7.26,1.26,-1.26,1,"","","Harris Insights & Analytics",11,-2.86,-1.6
"4162",15611,20451,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","IBD-TIP",144,2008-10-24,886,"Barack Obama","DEM",47,"John McCain","REP",44,NA,3,2008-11-04,52.86,45.6,7.26,4.26,-4.26,1,"","","IBD-TIPP",11,-5.86,-1.6
"4163",15423,20263,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","RRp-POR",277,2008-10-24,3000,"Barack Obama","DEM",52,"John McCain","REP",44,NA,8,2008-11-04,52.86,45.6,7.26,0.74,0.74,1,"","","Rasmussen Reports-Pulse Opinion Research",11,-0.859999999999999,-1.6
"4164",15514,20354,38,"2008","2008_Pres-G_US","US","Pres-G","Pres-G","Rsr2000",281,2008-10-24,1100,"Barack Obama","DEM",51,"John McCain","REP",40,NA,11,2008-11-04,52.86,45.6,7.26,3.74,3.74,1,"","","Research 2000",11,-1.86,-5.6
"4165",16690,21600,707,"2008","2008_Pres-G_AZ","AZ","Pres-G","Pres-G","GrvInsg",129,2008-10-24,600,"Barack Obama","DEM",44,"John McCain","REP",48,NA,-4,2008-11-04,44.91,53.39,-8.48,4.48,4.48,1,"","","Grove Insight",11,-0.909999999999997,-5.39
"4166",16632,21542,709,"2008","2008_Pres-G_CO","CO","Pres-G","Pres-G","GfKGrop",115,2008-10-24,626,"Barack Obama","DEM",50,"John McCain","REP",41,NA,9,2008-11-04,53.66,44.71,8.95,0.05,0.05,1,"","","GfK Group",11,-3.66,-3.71
